row_id,host_openalex_id,matched_name,method
1090,I187531555,Lund University,exact
1091,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1092,,,
1093,I129774422,University of Vienna,exact
1094,,,
1095,I913481162,Wageningen University & Research,fuzzy
1096,I129774422,University of Vienna,exact
1097,I149899117,Max Planck Society,exact
1098,I146655781,University of Liverpool,exact
1099,I187531555,Lund University,exact
1100,I21250087,Charles University,fuzzy
1101,I53964585,Weizmann Institute of Science,fuzzy
1102,I94722563,University of Jyväskylä,exact
1103,I124055696,University of Copenhagen,exact
1104,I205274468,Trinity College Dublin,exact
1105,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1106,I157556583,Institute of Science and Technology Austria,exact
1107,,,
1108,I189158943,University of Milan,exact
1109,,,
1110,I68947357,Université de Strasbourg,exact
1111,I16835326,University of St Andrews,exact
1112,,,
1113,I84884186,Newcastle University,fuzzy
1114,I39555362,University of Warwick,exact
1115,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1116,I1118541,University of East Anglia,exact
1117,I241749,University of Cambridge,exact
1118,I184942183,University of Oslo,exact
1119,I16391192,Tel Aviv University,exact
1120,I99464096,KU Leuven,exact
1121,I202697423,University of Zurich,exact
1122,I2799803557,Barcelona Supercomputing Center,exact
1123,,,
1124,I16097986,Universitat de València,exact
1125,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1126,I202697423,University of Zurich,exact
1127,I157674565,University of Liège,exact
1128,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1129,I35440088,ETH Zurich,fuzzy
1130,I23923803,University of Exeter,exact
1131,I40120149,University of Oxford,exact
1132,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1133,I25217355,University of Pavia,exact
1134,I36234482,University of Bristol,exact
1135,I197251160,Hebrew University of Jerusalem,exact
1136,I53964585,Weizmann Institute of Science,fuzzy
1137,,,
1138,I130194489,University of Alicante,exact
1139,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1140,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy
1141,I155660961,University of Turku,exact
1142,I146655781,University of Liverpool,exact
1143,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1144,I4432739,University of Bergen,exact
1145,I241749,University of Cambridge,exact
1146,I23923803,University of Exeter,exact
1147,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1148,I174306211,Technion – Israel Institute of Technology,exact
1149,,,
1150,I40120149,University of Oxford,exact
1151,I123387679,Uppsala University,exact
1152,I161046081,University of Freiburg,exact
1153,I1850255,University of Basel,exact
1154,I23923803,University of Exeter,exact
1155,I241749,University of Cambridge,exact
1156,I100930933,University College Dublin,fuzzy
1157,I149899117,Max Planck Society,exact
1158,I39804081,Sorbonne Université,exact
1159,I223822909,Heidelberg University,fuzzy
1160,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1161,I40120149,University of Oxford,exact
1162,I6289922,Universidade de Vigo,exact
1163,I170486558,Universitat Pompeu Fabra,exact
1164,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1165,I91136226,University of Sheffield,exact
1166,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1167,I4387154544,Institut National de la Recherche Agronomique,exact
1168,I5124864,École Polytechnique Fédérale de Lausanne,fuzzy
1169,I35440088,ETH Zurich,fuzzy
1170,I123387679,Uppsala University,exact
1171,I4210147769,Institute for Bioengineering of Catalonia,exact
1172,I30771326,Italian Institute of Technology,exact
1173,,,
1174,I28166907,Karolinska Institutet,exact
1175,I204337017,Aarhus University,exact
1176,I16391192,Tel Aviv University,exact
1177,I28166907,Karolinska Institutet,exact
1178,I149899117,Max Planck Society,exact
1179,I4210145889,"Czech Academy of Sciences, Institute of Organic Chemistry and Biochemistry",exact
1180,I184942183,University of Oslo,exact
1181,,,
1182,I197251160,Hebrew University of Jerusalem,exact
1183,I169381384,University of Groningen,exact
1184,,,
1185,I95674353,UCLouvain,fuzzy
1186,I56085075,University of Tartu,exact
1187,I298625061,Swedish University of Agricultural Sciences,exact
1188,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy
1189,I8901234,Foundation for Research and Technology Hellas,exact
1190,I223822909,Heidelberg University,fuzzy
1191,I170486558,Universitat Pompeu Fabra,exact
1192,I200284239,Universidade de Santiago de Compostela,exact
1193,I197251160,Hebrew University of Jerusalem,exact
1194,I4210134900,Jena University Hospital,fuzzy
1195,I53964585,Weizmann Institute of Science,fuzzy
1196,I16097986,Universitat de València,exact
1197,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy
1198,I174306211,Technion – Israel Institute of Technology,exact
1199,I149899117,Max Planck Society,exact
1200,I204730241,Université Paris Cité,exact
1201,I157536573,Institut Pasteur,exact
1202,I298625061,Swedish University of Agricultural Sciences,exact
1203,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy
1204,I8087733,University of Tübingen,exact
1205,I171892758,Forschungszentrum Jülich,exact
1206,I177639307,University of Dundee,exact
1207,I84884186,Newcastle University,fuzzy
1208,I121797337,Leiden University,exact
1209,I4210147769,Institute for Bioengineering of Catalonia,exact
1210,I114112103,Leibniz University Hannover,fuzzy
1211,I62916508,Technical University of Munich,exact
1212,I161046081,University of Freiburg,exact
1213,,,
1214,,,
1215,I40120149,University of Oxford,exact
1216,I35440088,ETH Zurich,fuzzy
1217,,,
1218,I4210124929,Helmholtz Centre for Infection Research,exact
1219,,,
1220,,,
1221,I4210162077,Leibniz-Institut für Naturstoff-Forschung und Infektionsbiologie e. V. - Hans-Knöll-Institut (HKI),exact
1222,I62916508,Technical University of Munich,exact
1223,I241749,University of Cambridge,exact
1224,I149899117,Max Planck Society,exact
1225,I193662353,Utrecht University,exact
1226,I40120149,University of Oxford,exact
1227,I161046081,University of Freiburg,exact
1228,I161046081,University of Freiburg,exact
1229,I204337017,Aarhus University,exact
1230,I28166907,Karolinska Institutet,exact
1231,I53964585,Weizmann Institute of Science,fuzzy
1232,I99464096,KU Leuven,exact
1233,I8087733,University of Tübingen,exact
1234,,,
1235,I6820528,Alexander Fleming Biomedical Sciences Research Center,fuzzy
1236,I187531555,Lund University,exact
1237,I241749,University of Cambridge,exact
1238,,,
1239,I130217899,Åbo Akademi University,exact
1240,I9927081,Aalto University,exact
1241,I32597200,Ghent University,exact
1242,I22465464,University of Münster,exact
1243,I45129253,University College London,exact
1244,I51532219,University of Lincoln,exact
1245,I2802973921,"Federal Department of Economic Affairs, Education and Research",exact
1246,I176453806,University of Potsdam,exact
1247,I169381384,University of Groningen,exact
1248,I39804081,Sorbonne Université,exact
1249,,,
1250,I92869138,BOKU University,fuzzy
1251,I913481162,Wageningen University & Research,fuzzy
1252,I149899117,Max Planck Society,exact
1253,I149899117,Max Planck Society,exact
1254,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy
1255,,,
1256,I35440088,ETH Zurich,fuzzy
1257,,,
1258,I4210127902,Leibniz-Institut für Pflanzengenetik und Kulturpflanzenforschung (IPK),exact
1259,,,
1260,I204337017,Aarhus University,exact
1261,I133731052,University of Helsinki,exact
1262,I98358874,Delft University of Technology,exact
1263,I9927081,Aalto University,exact
1264,I98358874,Delft University of Technology,exact
1265,I7882870,University of Glasgow,exact
1266,I177969490,University of Southern Denmark,exact
1267,,,
1268,I23923803,University of Exeter,exact
1269,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1270,,,
1271,I8087733,University of Tübingen,exact
1272,I4210129734,"NEIKER, Basque Institute for Agricultural Research and Development",exact
1273,,,
1274,I40120149,University of Oxford,exact
1275,I94722563,University of Jyväskylä,exact
1276,I135140700,University of Bonn,exact
1277,I32597200,Ghent University,exact
1278,I40120149,University of Oxford,exact
1279,I54009628,University of Bayreuth,exact
1280,I63664421,Swiss Federal Institute of Aquatic Science and Technology,exact
1281,I4210145032,Migal - Galilee Technology Center,exact
1282,I181647926,University of Strathclyde,exact
1283,I190082696,Durham University,exact
1284,I106118109,Eötvös Loránd University,exact
1285,I204730241,Université Paris Cité,exact
1286,I108290504,University of Pisa,exact
1287,I2738703131,Commissariat à l'Énergie Atomique et aux Énergies Alternatives,fuzzy
1288,I47508984,Imperial College London,fuzzy
1289,I40120149,University of Oxford,exact
1290,I39804081,Sorbonne Université,exact
1291,I176453806,University of Potsdam,exact
1292,I277688954,Université Paris-Saclay,exact
1293,,,
1294,I133731052,University of Helsinki,exact
1295,I121797337,Leiden University,exact
1296,I39804081,Sorbonne Université,exact
1297,I40120149,University of Oxford,exact
1298,I241749,University of Cambridge,exact
1299,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1300,I138689650,University of Padua,exact
1301,I124261006,École Supérieure des Sciences Économiques et Commerciales,exact
1302,I241749,University of Cambridge,exact
1303,I94624287,University of Twente,exact
1304,I99464096,KU Leuven,exact
1305,I56435720,Université Paris Dauphine-PSL,exact
1306,I55143463,University of Turin,exact
1307,I138549579,Scuola Internazionale Superiore di Studi Avanzati,fuzzy
1308,I861853513,Sapienza University of Rome,exact
1309,I145847075,TU Wien,exact
1310,I116067653,University of Rome Tor Vergata,exact
1311,I71999127,Universitat de Barcelona,exact
1312,I197251160,Hebrew University of Jerusalem,exact
1313,I4577782,Technische Universität Berlin,fuzzy
1314,I193662353,Utrecht University,exact
1315,I133731052,University of Helsinki,exact
1316,I94722563,University of Jyväskylä,exact
1317,I53964585,Weizmann Institute of Science,fuzzy
1318,I66862912,Chalmers University of Technology,exact
1319,I277688954,Université Paris-Saclay,exact
1320,I22465464,University of Münster,exact
1321,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1322,I22465464,University of Münster,exact
1323,I124055696,University of Copenhagen,exact
1324,,,
1325,I16391192,Tel Aviv University,exact
1326,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1327,I100532134,Université Claude Bernard Lyon 1,fuzzy
1328,I174306211,Technion – Israel Institute of Technology,exact
1329,I7882870,University of Glasgow,exact
1330,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1331,,,
1332,I86987016,KTH Royal Institute of Technology,fuzzy
1333,I198244214,Université Clermont Auvergne,exact
1334,I129774422,University of Vienna,exact
1335,I39555362,University of Warwick,exact
1336,I16391192,Tel Aviv University,exact
1337,I16391192,Tel Aviv University,exact
1338,I39804081,Sorbonne Université,exact
1339,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy
1340,I16391192,Tel Aviv University,exact
1341,I179225836,University of Augsburg,exact
1342,I39804081,Sorbonne Université,exact
1343,I98677209,University of Edinburgh,exact
1344,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1345,I887064364,University of Amsterdam,exact
1346,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1347,I149213910,University of Antwerp,exact
1348,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1349,I35440088,ETH Zurich,fuzzy
1350,I7882870,University of Glasgow,exact
1351,I55143463,University of Turin,exact
1352,I133731052,University of Helsinki,exact
1353,I186903577,University of Luxembourg,exact
1354,I98677209,University of Edinburgh,exact
1355,I22465464,University of Münster,exact
1356,I197251160,Hebrew University of Jerusalem,exact
1357,I35440088,ETH Zurich,fuzzy
1358,I19894307,Université de Montpellier,exact
1359,I94722563,University of Jyväskylä,exact
1360,I124055696,University of Copenhagen,exact
1361,I22465464,University of Münster,exact
1362,I127817813,Alfréd Rényi Institute of Mathematics,exact
1363,I16391192,Tel Aviv University,exact
1364,,,
1365,I189158943,University of Milan,exact
1366,,,
1367,I45129253,University College London,exact
1368,I16391192,Tel Aviv University,exact
1369,I926574661,Leipzig University,fuzzy
1370,I39804081,Sorbonne Université,exact
1371,I40120149,University of Oxford,exact
1372,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1373,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1374,I241749,University of Cambridge,exact
1375,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1376,I159176309,Universität Hamburg,exact
1377,I35440088,ETH Zurich,fuzzy
1378,,,
1379,I138549579,Scuola Internazionale Superiore di Studi Avanzati,fuzzy
1380,I86987016,KTH Royal Institute of Technology,fuzzy
1381,,,
1382,,,
1383,I25974101,University of Würzburg,exact
1384,I197251160,Hebrew University of Jerusalem,exact
1385,I4577782,Technische Universität Berlin,fuzzy
1386,,,
1387,I47508984,Imperial College London,fuzzy
1388,I62916508,Technical University of Munich,exact
1389,I124055696,University of Copenhagen,exact
1390,I5124864,École Polytechnique Fédérale de Lausanne,fuzzy
1391,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1392,I40120149,University of Oxford,exact
1393,I45129253,University College London,exact
1394,I121748325,Universidad Complutense de Madrid,exact
1395,,,
1396,I74656192,University of Göttingen,exact
1397,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1398,I127817813,Alfréd Rényi Institute of Mathematics,exact
1399,,,
1400,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1401,I241749,University of Cambridge,exact
1402,,,
1403,I241749,University of Cambridge,exact
1404,I47508984,Imperial College London,fuzzy
1405,I223822909,Heidelberg University,fuzzy
1406,I241749,University of Cambridge,exact
1407,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy
1408,I25217355,University of Pavia,exact
1409,I181369854,Friedrich-Alexander-Universität Erlangen-Nürnberg,exact
1410,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1411,,,
1412,I2802176441,Basque Center for Applied Mathematics,exact
1413,I99464096,KU Leuven,exact
1414,I127817813,Alfréd Rényi Institute of Mathematics,exact
1415,I39555362,University of Warwick,exact
1416,I71267560,University of Naples Federico II,exact
1417,,,
1418,I56085075,University of Tartu,exact
1419,I167360494,University of Wuppertal,exact
1420,I123387679,Uppsala University,exact
1421,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1422,I20581793,University of Kent,exact
1423,I16835326,University of St Andrews,exact
1424,I98358874,Delft University of Technology,exact
1425,,,
1426,I138689650,University of Padua,exact
1427,I193662353,Utrecht University,exact
1428,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1429,I897542642,University of Plymouth,exact
1430,I881427289,University of Gothenburg,exact
1431,I9360294,University of Bologna,exact
1432,I4210152878,GFZ Helmholtz Centre for Geosciences,exact
1433,,,
1434,,,
1435,I2799803557,Barcelona Supercomputing Center,exact
1436,I43439940,University of Southampton,exact
1437,I193662353,Utrecht University,exact
1438,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1439,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1440,I83019370,Eindhoven University of Technology,exact
1441,,,
1442,I4210152878,GFZ Helmholtz Centre for Geosciences,exact
1443,I34403800,GEOMAR Helmholtz Centre for Ocean Research Kiel,exact
1444,,,
1445,I99464096,KU Leuven,exact
1446,,,
1447,I124055696,University of Copenhagen,exact
1448,I187531555,Lund University,exact
1449,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1450,I34403800,GEOMAR Helmholtz Centre for Ocean Research Kiel,exact
1451,I127251866,Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung,exact
1452,I62916508,Technical University of Munich,exact
1453,,,
1454,I4210152878,GFZ Helmholtz Centre for Geosciences,exact
1455,I4210139239,Helmholtz-Zentrum Hereon,fuzzy
1456,,,
1457,I32597200,Ghent University,exact
1458,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1459,I904495901,Ruhr University Bochum,fuzzy
1460,I161593684,Stockholm University,exact
1461,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy
1462,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1463,I4210152878,GFZ Helmholtz Centre for Geosciences,exact
1464,I4432739,University of Bergen,exact
1465,I180437899,University of Bremen,exact
1466,,,
1467,,,
1468,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1469,I184942183,University of Oslo,exact
1470,I127251866,Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung,exact
1471,,,
1472,I205274468,Trinity College Dublin,exact
1473,,,
1474,I100532134,Université Claude Bernard Lyon 1,fuzzy
1475,,,
1476,I298625061,Swedish University of Agricultural Sciences,exact
1477,,,
1478,I184942183,University of Oslo,exact
1479,,,
1480,I4387154544,Institut National de la Recherche Agronomique,exact
1481,,,
1482,,,
1483,I4432739,University of Bergen,exact
1484,I36234482,University of Bristol,exact
1485,I148261361,Institut de physique du globe de Paris,fuzzy
1486,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1487,,,
1488,I40120149,University of Oxford,exact
1489,I161593684,Stockholm University,exact
1490,I35440088,ETH Zurich,fuzzy
1491,I98677209,University of Edinburgh,exact
1492,I190249584,Universität Innsbruck,exact
1493,I45129253,University College London,exact
1494,I190082696,Durham University,exact
1495,I40120149,University of Oxford,exact
1496,I899635006,Université Grenoble Alpes,fuzzy
1497,I9360294,University of Bologna,exact
1498,I130828816,University of Leeds,exact
1499,I4210152878,GFZ Helmholtz Centre for Geosciences,exact
1500,I161593684,Stockholm University,exact
1501,I114457229,University of Geneva,exact
1502,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1503,I184942183,University of Oslo,exact
1504,I190082696,Durham University,exact
1505,I23923803,University of Exeter,exact
1506,,,
1507,I4210107808,NORCE Research AS,fuzzy
1508,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1509,I154338468,University of Fribourg,exact
1510,I193662353,Utrecht University,exact
1511,I899635006,Université Grenoble Alpes,fuzzy
1512,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1513,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1514,I124227911,Ben-Gurion University of the Negev,exact
1515,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1516,I97565354,University of Lausanne,exact
1517,I118564535,University of Bern,exact
1518,I118564535,University of Bern,exact
1519,I40120149,University of Oxford,exact
1520,I96673099,Technical University of Denmark,exact
1521,I130828816,University of Leeds,exact
1522,I138689650,University of Padua,exact
1523,I2799803557,Barcelona Supercomputing Center,exact
1524,I127251866,Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung,exact
1525,I161593684,Stockholm University,exact
1526,I2799883060,Leibniz Centre for Tropical Marine Research,exact
1527,I4432739,University of Bergen,exact
1528,,,
1529,I2800262456,"Swiss Federal Institute for Forest, Snow and Landscape Research",fuzzy
1530,I40120149,University of Oxford,exact
1531,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1532,I193662353,Utrecht University,exact
1533,I124055696,University of Copenhagen,exact
1534,I4405262988,NWO-I,fuzzy
1535,I146655781,University of Liverpool,exact
1536,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy
1537,I4210118731,National Observatory of Athens,exact
1538,I54009628,University of Bayreuth,exact
1539,I191240316,University of Hull,exact
1540,,,
1541,I1850255,University of Basel,exact
1542,,,
1543,I130828816,University of Leeds,exact
1544,I8901234,Foundation for Research and Technology Hellas,exact
1545,I40120149,University of Oxford,exact
1546,I197251160,Hebrew University of Jerusalem,exact
1547,I5124864,École Polytechnique Fédérale de Lausanne,fuzzy
1548,I40120149,University of Oxford,exact
1549,I193662353,Utrecht University,exact
1550,I123044942,Universitat Autònoma de Barcelona,exact
1551,I45129253,University College London,exact
1552,,,
1553,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy
1554,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1555,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1556,I74656192,University of Göttingen,exact
1557,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1558,I241749,University of Cambridge,exact
1559,I171892758,Forschungszentrum Jülich,exact
1560,I71999127,Universitat de Barcelona,exact
1561,,,
1562,I913481162,Wageningen University & Research,fuzzy
1563,I98358874,Delft University of Technology,exact
1564,I43439940,University of Southampton,exact
1565,I98677209,University of Edinburgh,exact
1566,I1285790362,Finnish Meteorological Institute,exact
1567,I193662353,Utrecht University,exact
1568,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1569,I130828816,University of Leeds,exact
1570,I149899117,Max Planck Society,exact
1571,I4210152878,GFZ Helmholtz Centre for Geosciences,exact
1572,I4432739,University of Bergen,exact
1573,I148261361,Institut de physique du globe de Paris,fuzzy
1574,I4210152878,GFZ Helmholtz Centre for Geosciences,exact
1575,I1118541,University of East Anglia,exact
1576,,,
1577,,,
1578,I27483092,University of Perugia,exact
1579,I35440088,ETH Zurich,fuzzy
1580,I180437899,University of Bremen,exact
1581,I8087733,University of Tübingen,exact
1582,I84884186,Newcastle University,fuzzy
1583,I22465464,University of Münster,exact
1584,I62916508,Technical University of Munich,exact
1585,I129774422,University of Vienna,exact
1586,I138689650,University of Padua,exact
1587,I36234482,University of Bristol,exact
1588,I148261361,Institut de physique du globe de Paris,fuzzy
1589,I124055696,University of Copenhagen,exact
1590,I1330165540,Federal Institute For Materials Research and Testing,fuzzy
1591,I149899117,Max Planck Society,exact
1592,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1593,I99464096,KU Leuven,exact
1594,I62916508,Technical University of Munich,exact
1595,I83019370,Eindhoven University of Technology,exact
1596,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy
1597,I200284239,Universidade de Santiago de Compostela,exact
1598,I9927081,Aalto University,exact
1599,I171892758,Forschungszentrum Jülich,exact
1600,I114112103,Leibniz University Hannover,fuzzy
1601,I32597200,Ghent University,exact
1602,I166337079,Queen Mary University of London,fuzzy
1603,I4210111736,"Czech Academy of Sciences, Institute of Plasma Physics",fuzzy
1604,I25217355,University of Pavia,exact
1605,I169381384,University of Groningen,exact
1606,I4210141319,International Iberian Nanotechnology Laboratory,exact
1607,I53964585,Weizmann Institute of Science,fuzzy
1608,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy
1609,I79619799,University of Birmingham,exact
1610,I161046081,University of Freiburg,exact
1611,,,
1612,,,
1613,,,
1614,I9927081,Aalto University,exact
1615,I241749,University of Cambridge,exact
1616,I2610724,Chemnitz University of Technology,exact
1617,I4210100188,Biogipuzkoa Health Research Institute,exact
1618,I63634437,Universidad Autónoma de Madrid,exact
1619,,,
1620,I182712176,Montanuniversität Leoben,exact
1621,,,
1622,I904495901,Ruhr University Bochum,fuzzy
1623,,,
1624,,,
1625,I98358874,Delft University of Technology,exact
1626,I171892758,Forschungszentrum Jülich,exact
1627,,,
1628,I102335020,Karlsruhe Institute of Technology,exact
1629,,,
1630,,,
1631,I34352273,Maastricht University,exact
1632,I11019714,Universidade da Coruña,exact
1633,I3018417779,Leibniz Institute for Solid State and Materials Research,fuzzy
1634,I34352273,Maastricht University,exact
1635,,,
1636,,,
1637,I66862912,Chalmers University of Technology,exact
1638,I30771326,Italian Institute of Technology,exact
1639,I4210102767,DWI – Leibniz Institute for Interactive Materials,exact
1640,I99464096,KU Leuven,exact
1641,,,
1642,I76903346,University of Coimbra,exact
1643,,,
1644,I189158943,University of Milan,exact
1645,,,
1646,I891191580,Aalborg University,exact
1647,I102335020,Karlsruhe Institute of Technology,exact
1648,I4210090776,IMDEA Materials,fuzzy
1649,I9360294,University of Bologna,exact
1650,I887064364,University of Amsterdam,exact
1651,I79619799,University of Birmingham,exact
1652,I155660961,University of Turku,exact
1653,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1654,,,
1655,,,
1656,I173304897,Universidad de Granada,exact
1657,I149899117,Max Planck Society,exact
1658,I145847075,TU Wien,exact
1659,I157556583,Institute of Science and Technology Austria,exact
1660,I75951250,Freie Universität Berlin,exact
1661,,,
1662,I126231945,Queen's University Belfast,exact
1663,I904495901,Ruhr University Bochum,fuzzy
1664,I98677209,University of Edinburgh,exact
1665,,,
1666,I40120149,University of Oxford,exact
1667,I123387679,Uppsala University,exact
1668,,,
1669,I187531555,Lund University,exact
1670,I167360494,University of Wuppertal,exact
1671,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1672,I62916508,Technical University of Munich,exact
1673,I223822909,Heidelberg University,fuzzy
1674,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1675,I190082696,Durham University,exact
1676,I121797337,Leiden University,exact
1677,I149899117,Max Planck Society,exact
1678,I55143463,University of Turin,exact
1679,I106118109,Eötvös Loránd University,exact
1680,I149899117,Max Planck Society,exact
1681,I32597200,Ghent University,exact
1682,I94722563,University of Jyväskylä,exact
1683,I71267560,University of Naples Federico II,exact
1684,,,
1685,I16391192,Tel Aviv University,exact
1686,I169556180,GSI Helmholtz Centre for Heavy Ion Research,exact
1687,I161593684,Stockholm University,exact
1688,I174306211,Technion – Israel Institute of Technology,exact
1689,I124055696,University of Copenhagen,exact
1690,I157556583,Institute of Science and Technology Austria,exact
1691,I861853513,Sapienza University of Rome,exact
1692,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1693,I205274468,Trinity College Dublin,exact
1694,I32597200,Ghent University,exact
1695,I39804081,Sorbonne Université,exact
1696,I99464096,KU Leuven,exact
1697,I4405262988,NWO-I,fuzzy
1698,,,
1699,I157556583,Institute of Science and Technology Austria,exact
1700,,,
1701,,,
1702,I904495901,Ruhr University Bochum,fuzzy
1703,I66862912,Chalmers University of Technology,exact
1704,,,
1705,I8901234,Foundation for Research and Technology Hellas,exact
1706,,,
1707,I145847075,TU Wien,exact
1708,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1709,I67311998,European Organization for Nuclear Research,fuzzy
1710,I133731052,University of Helsinki,exact
1711,,,
1712,I135140700,University of Bonn,exact
1713,,,
1714,I67311998,European Organization for Nuclear Research,fuzzy
1715,I114112103,Leibniz University Hannover,fuzzy
1716,,,
1717,I108290504,University of Pisa,exact
1718,I94624287,University of Twente,exact
1719,,,
1720,I39804081,Sorbonne Université,exact
1721,I62916508,Technical University of Munich,exact
1722,I118564535,University of Bern,exact
1723,I130929987,University of Mons,exact
1724,I169556180,GSI Helmholtz Centre for Heavy Ion Research,exact
1725,,,
1726,I887064364,University of Amsterdam,exact
1727,I124055696,University of Copenhagen,exact
1728,I98358874,Delft University of Technology,exact
1729,I861853513,Sapienza University of Rome,exact
1730,I28407311,University of Manchester,exact
1731,,,
1732,I32062511,Heriot-Watt University,exact
1733,I53964585,Weizmann Institute of Science,fuzzy
1734,I2738703131,Commissariat à l'Énergie Atomique et aux Énergies Alternatives,fuzzy
1735,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1736,I183935753,King's College London,exact
1737,I2738703131,Commissariat à l'Énergie Atomique et aux Énergies Alternatives,fuzzy
1738,,,
1739,,,
1740,I138549579,Scuola Internazionale Superiore di Studi Avanzati,fuzzy
1741,I40120149,University of Oxford,exact
1742,I129774422,University of Vienna,exact
1743,I39555362,University of Warwick,exact
1744,I114457229,University of Geneva,exact
1745,I39804081,Sorbonne Université,exact
1746,I887064364,University of Amsterdam,exact
1747,I160013858,Istituto Nazionale di Fisica Nucleare,fuzzy
1748,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1749,I39804081,Sorbonne Université,exact
1750,I4210150763,Gran Sasso Science Institute,fuzzy
1751,I35440088,ETH Zurich,fuzzy
1752,,,
1753,,,
1754,I35440088,ETH Zurich,fuzzy
1755,I1294671590,Centre National de la Recherche Scientifique,fuzzy
1756,I223822909,Heidelberg University,fuzzy
1757,I28407311,University of Manchester,exact
1758,I186903577,University of Luxembourg,exact
1759,I55143463,University of Turin,exact
1760,I94722563,University of Jyväskylä,exact
1761,I67311998,European Organization for Nuclear Research,fuzzy
1762,I138549579,Scuola Internazionale Superiore di Studi Avanzati,fuzzy
1763,I98677209,University of Edinburgh,exact
1764,I98358874,Delft University of Technology,exact
1765,I197251160,Hebrew University of Jerusalem,exact
1766,,,
1767,I4210134900,Jena University Hospital,fuzzy
1768,I135140700,University of Bonn,exact
1769,I189158943,University of Milan,exact
1770,,,
1771,I2738703131,Commissariat à l'Énergie Atomique et aux Énergies Alternatives,fuzzy
1772,,,
1773,I45084792,University of Florence,exact
1774,I149899117,Max Planck Society,exact
1775,I133731052,University of Helsinki,exact
1776,,,
1777,,,
1778,I206945453,Paderborn University,fuzzy
