rid,eu_name,authorid,sci_name,source,score
2954,Philip Bull,A5082381042,P D Bull,initial,
2954,Philip Bull,A5106620313,P D Bull,initial,
2954,Philip Bull,A5106764157,Philip J. Bull,initial,
2954,Philip Bull,A5109083342,Philippe G. Bull,initial,
2954,Philip Bull,A5109340352,P. Bull,initial,
2954,Philip Bull,A5110200761,Phil Bull,initial,
2954,Philip Bull,A5114019522,P. D. Bull,initial,
2955,Paul Mollière,A5064415191,P. Mollière,initial,
2955,Paul Mollière,A5076927452,P. Mollière,initial,
2955,Paul Mollière,A5107459352,P. Mollière,initial,
2956,Pieter De Visser,A5028479524,P. Visser,ngram,0.7271792527856309
2956,Pieter De Visser,A5036713872,P. Visser,ngram,0.7271792527856309
2956,Pieter De Visser,A5071923929,P. Visser,ngram,0.7271792527856309
2956,Pieter De Visser,A5074623547,P. Visser,ngram,0.7271792527856309
2957,Nozair Ashraf Khawaja,A5047479579,Nozair Khawaja,initial,
2957,Nozair Ashraf Khawaja,A5063110396,N. Khawaja,initial,
2957,Nozair Ashraf Khawaja,A5066222700,N Khawaja,initial,
2957,Nozair Ashraf Khawaja,A5073926981,N A Khawaja,initial,
2957,Nozair Ashraf Khawaja,A5076389152,N. Khawaja,initial,
2957,Nozair Ashraf Khawaja,A5110171992,N. Khawaja,initial,
2958,Annalisa Bonafede,A5027497080,A Bonafede,initial,
2958,Annalisa Bonafede,A5032184981,Ann Bonafede,initial,
2958,Annalisa Bonafede,A5035103058,A. Bonafede,initial,
2958,Annalisa Bonafede,A5053896382,A. Bonafede,initial,
2958,Annalisa Bonafede,A5108137311,A. Bonafede,initial,
2959,Harm Schoorlemmer,A5011733417,H.B. Schoorlemmer,ngram+initial,0.9021127373035028
2959,Harm Schoorlemmer,A5005678751,H.B. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5005695911,H. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5006556821,H.B. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5011876733,H.B. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5013377641,H. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5013752863,H. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5021755830,H.B. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5022089605,H.B. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5026232767,H.B. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5027877604,H. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5028340663,H.B. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5028982818,H.B. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5036181720,H.B. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5040378520,H.B. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5040856865,H.B. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5044320182,H.B. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5047740469,H.B. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5048440527,H.B. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5051718898,H. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5052535395,H.B. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5055819644,H. J. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5058775501,H.B. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5059048558,H.B. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5063043882,H.B. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5063943807,H. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5065673921,H.B. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5071008995,H.B. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5071776420,H. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5072057647,H.B. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5073543549,H.B. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5075059830,H.B. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5075824172,H.B. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5082679978,H.B. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5102412012,Harm Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5104387608,H.B. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5106742969,Harm Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5107536898,H. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5108813711,H. Schoorlemmer,initial,
2959,Harm Schoorlemmer,A5113986528,H. Schoorlemmer,initial,
2960,Else Starkenburg,A5033850791,Else Starkenburg,initial,
2961,Katja Poppenhaeger,A5071630595,K POPPE,ngram,0.42790216518832963
2961,Katja Poppenhaeger,A5032463338,K. Poppenhaeger,initial,
2961,Katja Poppenhaeger,A5057284619,Katja Poppenhaeger,initial,
2962,Talvikki Hovatta,A5010869166,T. Hovatta,initial,
2962,Talvikki Hovatta,A5049054665,T. Hovatta,initial,
2962,Talvikki Hovatta,A5070056330,T. Hovatta,initial,
2962,Talvikki Hovatta,A5085588986,T. Hovatta,initial,
2962,Talvikki Hovatta,A5089910311,T. Hovatta,initial,
2963,Beatrix Rowlinson,A5071379421,B. A. Rowlinson,initial,
2963,Beatrix Rowlinson,A5082032081,B. Rowlinson,initial,
2964,Mario Flock,A5045395155,M. Flocken,ngram,0.6903845206244258
2964,Mario Flock,A5007569659,M. Flöck,initial,
2964,Mario Flock,A5046507916,M L Flock,initial,
2964,Mario Flock,A5048936065,M. Flock,initial,
2964,Mario Flock,A5055451472,M. Flock,initial,
2964,Mario Flock,A5056622949,M. Flock,initial,
2964,Mario Flock,A5058053907,M A Flock,initial,
2964,Mario Flock,A5083163086,Mario Flock,initial,
2964,Mario Flock,A5087084398,M. Flock,initial,
2965,Ondrej Pejcha,A5014911504,O. Pejcha,initial,
2965,Ondrej Pejcha,A5026263890,Ondřej Pejcha,initial,
2965,Ondrej Pejcha,A5039333053,O. Pejcha,initial,
2965,Ondrej Pejcha,A5048301562,Ondřej Pejcha,initial,
2965,Ondrej Pejcha,A5051259839,O. Pejcha,initial,
2965,Ondrej Pejcha,A5059117833,O. Pejcha,initial,
2965,Ondrej Pejcha,A5072485990,O. Pejcha,initial,
2965,Ondrej Pejcha,A5091019608,O. Pejcha,initial,
2966,Boon Kok Tan,A5088258657,N Kok,ngram,0.6502486672576624
2966,Boon Kok Tan,A5017053292,B. Kok,initial,
2966,Boon Kok Tan,A5031804329,B Kok,initial,
2966,Boon Kok Tan,A5037572044,Boon-Kok Tan,initial,
2966,Boon Kok Tan,A5045007449,B. Kok,initial,
2966,Boon Kok Tan,A5077873145,B. Kok,initial,
2966,Boon Kok Tan,A5102981449,B Kok,initial,
2966,Boon Kok Tan,A5112878560,Boon-Kok Tan,initial,
2967,Adam Ingram,A5095018798,Adam Ingram,ngram,1.0
2967,Adam Ingram,A5104754360,Adam Ingram,ngram,1.0
2967,Adam Ingram,A5046400169,A. W. K. Ingram,ngram,0.8090140846099081
2968,Kate Maguire,A5003398011,K. Maguire,initial,
2968,Kate Maguire,A5003796983,K. Maguire,initial,
2968,Kate Maguire,A5004662021,K. Maguire,initial,
2968,Kate Maguire,A5006935335,Kate L Maguire,initial,
2968,Kate Maguire,A5007275060,K. Maguire,initial,
2968,Kate Maguire,A5009950025,K. Maguire,initial,
2968,Kate Maguire,A5013941817,K. Maguire,initial,
2968,Kate Maguire,A5015202320,Kate Maguire,initial,
2968,Kate Maguire,A5018435447,Kay R Maguire,initial,
2968,Kate Maguire,A5026291865,K. Maguire,initial,
2968,Kate Maguire,A5028187358,K. C. F. Maguire,initial,
2968,Kate Maguire,A5028581313,K.J. Maguire,initial,
2968,Kate Maguire,A5032265513,K. Maguire,initial,
2968,Kate Maguire,A5034559387,K. Maguire,initial,
2968,Kate Maguire,A5036418946,K. Maguire,initial,
2968,Kate Maguire,A5040519991,Kate Maguire-Rosier,initial,
2968,Kate Maguire,A5045785057,K. Maguire,initial,
2968,Kate Maguire,A5047884905,K Maguire King,initial,
2968,Kate Maguire,A5049150979,K P Maguire,initial,
2968,Kate Maguire,A5051489170,K.M. Maguire,initial,
2968,Kate Maguire,A5053517146,K.M. Maguire,initial,
2968,Kate Maguire,A5066913872,K. Maguire,initial,
2968,Kate Maguire,A5068815458,Katelynn Maguire,initial,
2968,Kate Maguire,A5072145092,Katherine A. Maguire,initial,
2968,Kate Maguire,A5074416171,Katherine Maguire,initial,
2968,Kate Maguire,A5074726198,K. Maguire,initial,
2968,Kate Maguire,A5076759547,K. Maguire,initial,
2968,Kate Maguire,A5079962222,K. Maguire,initial,
2968,Kate Maguire,A5081128207,K Maguire-Wright,initial,
2968,Kate Maguire,A5083365922,Katherine H. Maguire,initial,
2968,Kate Maguire,A5085113153,Kay Maguire,initial,
2968,Kate Maguire,A5088290677,K. Maguire,initial,
2968,Kate Maguire,A5103713876,K.M. Maguire,initial,
2968,Kate Maguire,A5104387731,K. Maguire,initial,
2968,Kate Maguire,A5106172264,Kate Maguire,initial,
2968,Kate Maguire,A5106437996,K. Maguire,initial,
2968,Kate Maguire,A5106920269,K. Maguire,initial,
2968,Kate Maguire,A5107528425,Katherine Maguire,initial,
2968,Kate Maguire,A5107831376,K. Maguire,initial,
2968,Kate Maguire,A5107859254,K. Maguire,initial,
2968,Kate Maguire,A5107898668,K. Maguire,initial,
2968,Kate Maguire,A5107928619,K. Maguire,initial,
2968,Kate Maguire,A5107932505,K. Maguire,initial,
2968,Kate Maguire,A5108438976,Kay P. Maguire,initial,
2968,Kate Maguire,A5110020352,K P Maguire,initial,
2969,Elisa Pueschel,A5036013971,E. Pueschel,initial,
2969,Elisa Pueschel,A5056618392,E Pueschel,initial,
2969,Elisa Pueschel,A5060529190,E Pueschel,initial,
2969,Elisa Pueschel,A5085176123,E Pueschel,initial,
2969,Elisa Pueschel,A5085713877,E Pueschel,initial,
2969,Elisa Pueschel,A5088221662,E Pueschel,initial,
2969,Elisa Pueschel,A5105370346,Elisa Pueschel,initial,
2970,Tilman Birnstiel,A5016174491,T. Birnstiel,initial,
2970,Tilman Birnstiel,A5016444942,T. Birnstiel,initial,
2970,Tilman Birnstiel,A5072512008,T. Birnstiel,initial,
2970,Tilman Birnstiel,A5081982849,Til Birnstiel,initial,
2971,Kristina Kislyakova,A5002770665,A Kisly,ngram,0.6535886981421187
2971,Kristina Kislyakova,A5059069172,K. G Kislyakova,initial,
2971,Kristina Kislyakova,A5079437698,K. G. Kislyakova,initial,
2972,Antoine Strugarek,A5013392601,A. Strugarek,initial,
2972,Antoine Strugarek,A5022262818,A. Strugarek,initial,
2972,Antoine Strugarek,A5083434040,Antoine Strugarek,initial,
2972,Antoine Strugarek,A5085271241,Antoine Strugarek,initial,
2972,Antoine Strugarek,A5086960933,A. Strugarek,initial,
2972,Antoine Strugarek,A5092462563,A. Strugarek,initial,
2972,Antoine Strugarek,A5092467018,A. Strugarek,initial,
2972,Antoine Strugarek,A5092467037,A. Strugarek,initial,
2972,Antoine Strugarek,A5092467038,A. Strugarek,initial,
2974,Alessandra Silvestri,A5000666151,A. Silvestri,initial,
2974,Alessandra Silvestri,A5001892102,A. Silvestri,initial,
2974,Alessandra Silvestri,A5004863636,A. Silvestri,initial,
2974,Alessandra Silvestri,A5005292582,A. Silvestri,initial,
2974,Alessandra Silvestri,A5008640099,A Silvestri,initial,
2974,Alessandra Silvestri,A5017136751,A. Silvestri,initial,
2974,Alessandra Silvestri,A5018013817,A C Silvestri,initial,
2974,Alessandra Silvestri,A5024670100,A Silvestri,initial,
2974,Alessandra Silvestri,A5026144832,A. Silvestri,initial,
2974,Alessandra Silvestri,A5028060852,Alessandra Silvestri,initial,
2974,Alessandra Silvestri,A5034565342,A. Silvestri,initial,
2974,Alessandra Silvestri,A5036250562,A. Silvestri,initial,
2974,Alessandra Silvestri,A5037280484,A. Silvestri,initial,
2974,Alessandra Silvestri,A5039260508,A. Silvestri,initial,
2974,Alessandra Silvestri,A5040736164,A Silvestri,initial,
2974,Alessandra Silvestri,A5042888043,A. Silvestri,initial,
2974,Alessandra Silvestri,A5043458665,Alessandra Silvestri,initial,
2974,Alessandra Silvestri,A5045745971,A. Silvestri,initial,
2974,Alessandra Silvestri,A5049972148,A Silvestri,initial,
2974,Alessandra Silvestri,A5050291993,A. Silvestri,initial,
2974,Alessandra Silvestri,A5051742966,A Silvestri,initial,
2974,Alessandra Silvestri,A5060332484,A. Silvestri,initial,
2974,Alessandra Silvestri,A5064084204,A.J. Silvestri,initial,
2974,Alessandra Silvestri,A5066278632,A. Silvestri,initial,
2974,Alessandra Silvestri,A5067545649,A. Silvestri,initial,
2974,Alessandra Silvestri,A5067593972,A. Silvestri,initial,
2974,Alessandra Silvestri,A5068834025,A. Silvestri,initial,
2974,Alessandra Silvestri,A5069723970,A. Silvestri,initial,
2974,Alessandra Silvestri,A5071950645,A. Silvestri,initial,
2974,Alessandra Silvestri,A5072562515,A. Silvestri,initial,
2974,Alessandra Silvestri,A5073548200,A. Silvestri,initial,
2974,Alessandra Silvestri,A5073809061,A. Silvestri,initial,
2974,Alessandra Silvestri,A5073842623,A. Silvestri,initial,
2974,Alessandra Silvestri,A5075151138,A. Silvestri,initial,
2974,Alessandra Silvestri,A5076346953,A. Silvestri,initial,
2974,Alessandra Silvestri,A5077124313,A. Silvestri,initial,
2974,Alessandra Silvestri,A5077696078,Alessandra Silvestri,initial,
2974,Alessandra Silvestri,A5083334781,A. Silvestri,initial,
2974,Alessandra Silvestri,A5090175751,A. Silvestri,initial,
2974,Alessandra Silvestri,A5090627716,A. Silvestri,initial,
2974,Alessandra Silvestri,A5101500194,A Silvestri,initial,
2974,Alessandra Silvestri,A5101571590,A. Silvestri,initial,
2974,Alessandra Silvestri,A5102979651,Alessandra Silvestri,initial,
2974,Alessandra Silvestri,A5106458661,A. Silvestri,initial,
2974,Alessandra Silvestri,A5106459755,A. Silvestri,initial,
2974,Alessandra Silvestri,A5113196761,A.J. Silvestri,initial,
2975,Victoria Laura Antoci,A5009076522,V. Antoci,initial,
2975,Victoria Laura Antoci,A5017025005,V Antoci,initial,
2975,Victoria Laura Antoci,A5035358816,V. Antoci,initial,
2975,Victoria Laura Antoci,A5051146292,V. Antoci,initial,
2976,Riku Järvinen,A5003443154,Riku Jarvinen,initial,
2976,Riku Järvinen,A5014573333,R. Järvinen,initial,
2976,Riku Järvinen,A5026121062,R. Järvinen,initial,
2976,Riku Järvinen,A5035179796,R. Jarvinen,initial,
2976,Riku Järvinen,A5052267874,R Järvinen,initial,
2976,Riku Järvinen,A5054315248,R. Järvinen,initial,
2976,Riku Järvinen,A5057379774,R. O. J. Järvinen,initial,
2976,Riku Järvinen,A5062101633,R. Järvinen,initial,
2976,Riku Järvinen,A5079507032,R. Järvinen,initial,
2976,Riku Järvinen,A5092751869,R. Järvinen,initial,
2978,Nicholas C. Stone,A5002551220,Nicholas Cheng,ngram,0.8069132157470115
2978,Nicholas C. Stone,A5076933764,Nicholas Cheng,ngram,0.8069132157470115
2979,Lucile Turc,A5010695887,L. TURC,initial,
2979,Lucile Turc,A5016348703,L. Turc,initial,
2979,Lucile Turc,A5033124440,L. Turc,initial,
2979,Lucile Turc,A5037059056,L Turc,initial,
2979,Lucile Turc,A5038356146,L. Turc,initial,
2979,Lucile Turc,A5039214335,L. Turc,initial,
2979,Lucile Turc,A5046677391,Lucile Turc,initial,
2979,Lucile Turc,A5055607805,L. Turc,initial,
2979,Lucile Turc,A5075545582,L. Turc,initial,
2979,Lucile Turc,A5106421566,L. TURC,initial,
2981,Massimo Gaspari,A5053944512,M Gaspari,ngram+initial,0.7285728433039865
2981,Massimo Gaspari,A5000795916,M. De Gaspari,initial,
2981,Massimo Gaspari,A5011557883,M. Gaspari,initial,
2981,Massimo Gaspari,A5029005199,M. Gaspari,initial,
2981,Massimo Gaspari,A5032666091,M. Gaspari,initial,
2981,Massimo Gaspari,A5034447743,M P Gaspari,initial,
2981,Massimo Gaspari,A5038007365,M Gaspari,initial,
2981,Massimo Gaspari,A5043504564,M. Gaspari,initial,
2981,Massimo Gaspari,A5051937555,M.L. Gaspari,initial,
2981,Massimo Gaspari,A5056981467,M Trevino-Gaspari,initial,
2981,Massimo Gaspari,A5104652759,Massimo Gaspari,initial,
2981,Massimo Gaspari,A5105235781,M. de Gaspari,initial,
2982,Annalisa Pillepich,A5011134814,A. Pillepich,initial,
2982,Annalisa Pillepich,A5078649440,Annalisa Pillepich,initial,
2983,Lena Noack,A5110820983,Lena Noack,ngram+initial,1.0000000000000002
2983,Lena Noack,A5002591043,L. Noack,initial,
2983,Lena Noack,A5013512898,L. M. Noack,initial,
2983,Lena Noack,A5020441230,L Chuaire-Noack,initial,
2983,Lena Noack,A5034379710,L. Noack,initial,
2983,Lena Noack,A5046098785,L Nóack,initial,
2983,Lena Noack,A5050798999,Lena Noack,initial,
2983,Lena Noack,A5054516667,L. Noack,initial,
2983,Lena Noack,A5065040218,L.E. Noack,initial,
2983,Lena Noack,A5095467408,L Noack,initial,
2984,Michal Drahus,A5006704814,M. Drahus,initial,
2984,Michal Drahus,A5049383855,M. Drahus,initial,
2985,Jaime De La Cruz Rodriguez,A5036068226,Jaime Rodriguez,ngram,0.8241393607840739
2986,Yamila Miguel,A5109487158,A Miguel,ngram,0.6695614524663778
2986,Yamila Miguel,A5000181664,Y. Fernández-Miguel,initial,
2986,Yamila Miguel,A5001713365,Y Miguel Ángel Carrasco,initial,
2986,Yamila Miguel,A5003779449,Y Bacaoco Miguel,initial,
2986,Yamila Miguel,A5007425673,Y San Miguel,initial,
2986,Yamila Miguel,A5032420965,Yamil Cárdenas Miguel,initial,
2986,Yamila Miguel,A5036093045,Y. Fernández Miguel,initial,
2986,Yamila Miguel,A5039038785,Y. Miguel,initial,
2986,Yamila Miguel,A5039623211,Y. Miguel,initial,
2986,Yamila Miguel,A5044249466,y Miguel Ángel Morón,initial,
2986,Yamila Miguel,A5052372857,Yamila Miguel,initial,
2986,Yamila Miguel,A5068207449,Y. Miguel,initial,
2986,Yamila Miguel,A5072448915,Y Miguel Ángel Gómez-Serrano,initial,
2986,Yamila Miguel,A5083717010,Y Miguel Ángel Morón,initial,
2986,Yamila Miguel,A5084229538,Y. Miguel,initial,
2986,Yamila Miguel,A5086277626,Y. de Miguel,initial,
2986,Yamila Miguel,A5105445371,Y Miguel Rufo-Muñoz,initial,
2987,Mauro Stefanon,A5004599324,M. Stefanon,initial,
2987,Mauro Stefanon,A5038913298,M. Stefanon,initial,
2987,Mauro Stefanon,A5040928801,M. Stefanon,initial,
2987,Mauro Stefanon,A5043012847,Mauro Stefanon,initial,
2987,Mauro Stefanon,A5043597181,M. Stefanon,initial,
2987,Mauro Stefanon,A5048434533,M. Stefanon,initial,
2987,Mauro Stefanon,A5054569037,M. Stefanon,initial,
2987,Mauro Stefanon,A5065047070,M. Stefanon,initial,
2987,Mauro Stefanon,A5090287544,M. Stefanon,initial,
2988,Francesco De Gasperin,A5088148729,Francesco D',ngram,0.6060192020410241
2988,Francesco De Gasperin,A5003809851,F. de Gasperin,initial,
2988,Francesco De Gasperin,A5020937598,F. de Gasperin,initial,
2988,Francesco De Gasperin,A5054855143,F. de Gasperin,initial,
2988,Francesco De Gasperin,A5059495733,F. de Gasperin,initial,
2988,Francesco De Gasperin,A5081768423,F. de Gasperin,initial,
2989,Jacqueline Hodge,A5034676026,Jacqueline Ho,ngram,0.7000615711337704
2989,Jacqueline Hodge,A5062042292,J. Hodge,ngram,0.6796632915466849
2989,Jacqueline Hodge,A5082558518,Jacqueline H. Cole,ngram,0.6538833124096722
2990,Paola Popesso,A5014100588,P. Popesso,initial,
2990,Paola Popesso,A5035610584,P. Popesso,initial,
2990,Paola Popesso,A5057937050,P. Popesso,initial,
2990,Paola Popesso,A5066866910,P. Popesso,initial,
2990,Paola Popesso,A5084070581,P. Popesso,initial,
2990,Paola Popesso,A5104976841,P Popesso,initial,
2990,Paola Popesso,A5104977953,Paola Popesso,initial,
2990,Paola Popesso,A5105973377,P. Popesso,initial,
2990,Paola Popesso,A5106085002,P. Popesso,initial,
2990,Paola Popesso,A5107006836,P. Popesso,initial,
2991,Andreu Font Ribera,A5000257473,A. Ribera,initial,
2991,Andreu Font Ribera,A5015349245,André Ribera,initial,
2991,Andreu Font Ribera,A5015784915,Andreu Font Ribera,initial,
2991,Andreu Font Ribera,A5016646827,A. Ribera,initial,
2991,Andreu Font Ribera,A5026158471,A. Ribera,initial,
2991,Andreu Font Ribera,A5028921959,Andreu Font-Ribera,initial,
2991,Andreu Font Ribera,A5034022949,A. Ribera,initial,
2991,Andreu Font Ribera,A5034201481,A Ribera,initial,
2991,Andreu Font Ribera,A5050840524,A. Font-Ribera,initial,
2991,Andreu Font Ribera,A5051778985,A. Ribera,initial,
2991,Andreu Font Ribera,A5062555507,A Ribera,initial,
2991,Andreu Font Ribera,A5065771323,A. Ribera,initial,
2991,Andreu Font Ribera,A5110069205,A. Ribera,initial,
2991,Andreu Font Ribera,A5110404816,A Ribera,initial,
2992,Oliver Gressel,A5004158759,Oliver Gressel,initial,
2992,Oliver Gressel,A5031178459,O. Gressel,initial,
2993,Elodie Choquet,A5000626393,E. Choquet,initial,
2993,Elodie Choquet,A5016303944,Élodie Choquet,initial,
2993,Elodie Choquet,A5020435172,E. Choquet,initial,
2993,Elodie Choquet,A5029649879,E. Choquet,initial,
2993,Elodie Choquet,A5046381239,E. Choquet,initial,
2993,Elodie Choquet,A5081920887,E Choquet Hebbinckuys,initial,
2994,Christian Moestl,A5067255300,C. Moestl,initial,
2994,Christian Moestl,A5110645754,Christian Moestl,initial,
2995,Sebastiano Bernuzzi,A5083756411,Sebastian B. B. Bon,ngram,0.5122467916097888
2995,Sebastiano Bernuzzi,A5000688813,S. Bernuzzi,initial,
2995,Sebastiano Bernuzzi,A5035722097,S. Bernuzzi,initial,
2995,Sebastiano Bernuzzi,A5036798137,Sebastiano Bernuzzi,initial,
2995,Sebastiano Bernuzzi,A5043291236,S. Bernuzzi,initial,
2995,Sebastiano Bernuzzi,A5052362376,S Bernuzzi,initial,
2995,Sebastiano Bernuzzi,A5055217330,S. Bernuzzi,initial,
2995,Sebastiano Bernuzzi,A5073512704,S. Bernuzzi,initial,
2995,Sebastiano Bernuzzi,A5077098414,S. Bernuzzi,initial,
2995,Sebastiano Bernuzzi,A5108131047,Sebastiano Bernuzzi,initial,
2995,Sebastiano Bernuzzi,A5109590246,S. Bernuzzi,initial,
2995,Sebastiano Bernuzzi,A5112748872,Sebastiano Bernuzzi,initial,
2995,Sebastiano Bernuzzi,A5113922289,S. Bernuzzi,initial,
2996,Josquin Errard,A5106500123,J. Errard,ngram+initial,0.5545992231320365
2996,Josquin Errard,A5005878009,J. Errard,initial,
2996,Josquin Errard,A5009114863,J. Errard,initial,
2996,Josquin Errard,A5061713127,J Errard,initial,
2996,Josquin Errard,A5082065179,Josquin Errard,initial,
2996,Josquin Errard,A5105755953,J. Errard,initial,
2996,Josquin Errard,A5105783681,J. Errard,initial,
2996,Josquin Errard,A5106945291,Josquin Errard,initial,
2996,Josquin Errard,A5107906601,J. Errard,initial,
2996,Josquin Errard,A5107946839,J. Errard,initial,
2996,Josquin Errard,A5108088290,J. Errard,initial,
2996,Josquin Errard,A5109524621,J. Errard,initial,
2997,Jon Sundqvist,A5003720098,John Sundqvist,initial,
2997,Jon Sundqvist,A5004997398,J. O. Sundqvist,initial,
2997,Jon Sundqvist,A5005851040,J Sundqvist,initial,
2997,Jon Sundqvist,A5008860995,Jonas Sundqvist,initial,
2997,Jon Sundqvist,A5010725412,J. Sundqvist,initial,
2997,Jon Sundqvist,A5021917876,Jonatan Sundqvist,initial,
2997,Jon Sundqvist,A5038968867,J.P. Sundqvist,initial,
2997,Jon Sundqvist,A5043133497,J.-O. Sundqvist,initial,
2997,Jon Sundqvist,A5043363154,J. O. Sundqvist,initial,
2997,Jon Sundqvist,A5060702414,J-O Sundqvist,initial,
2997,Jon Sundqvist,A5068407072,JO Sundqvist,initial,
2997,Jon Sundqvist,A5074472822,Jonathan Sundqvist,initial,
2998,Akira Endo,A5034322290,Akira Endo,ngram,0.9999999999999998
2999,Kaisey Mandel,A5015855746,K. Mandel,initial,
2999,Kaisey Mandel,A5026983512,Kaisey S. Mandel,initial,
2999,Kaisey Mandel,A5034044077,K Mandel Raphael,initial,
2999,Kaisey Mandel,A5036954007,K. S. Mandel,initial,
2999,Kaisey Mandel,A5038058441,K. G. Mandel,initial,
2999,Kaisey Mandel,A5041198105,K. Mandel,initial,
2999,Kaisey Mandel,A5052985963,K Mandel,initial,
2999,Kaisey Mandel,A5072315338,K. Mandel,initial,
2999,Kaisey Mandel,A5078160570,K. Bates Mandel,initial,
3000,Eleonora Troja,A5006548331,E. Troja,initial,
3000,Eleonora Troja,A5018595778,E. Troja,initial,
3000,Eleonora Troja,A5028920830,E. Troja,initial,
3000,Eleonora Troja,A5030643259,E. Troja,initial,
3000,Eleonora Troja,A5047695287,E Troja,initial,
3000,Eleonora Troja,A5049578289,E. De Troja,initial,
3000,Eleonora Troja,A5059819565,E. Troja,initial,
3000,Eleonora Troja,A5106308634,E. Nasa Troja,initial,
3001,Tetyana Milojevic,A5022853461,Tetyana Milojević,initial,
3001,Tetyana Milojevic,A5051184487,T. Milojevic,initial,
3001,Tetyana Milojevic,A5065575002,T Milojević,initial,
3001,Tetyana Milojevic,A5087990890,T. Milojevic,initial,
3002,Gul Esra Bulbul,A5035945143,Gülizar Bülbül,ngram+initial,0.751003809066536
3002,Gul Esra Bulbul,A5009753934,Gülfiye Bülbül,initial,
3002,Gul Esra Bulbul,A5044690289,Gültaç Bülbül,initial,
3002,Gul Esra Bulbul,A5047014266,Gül Bülbül,initial,
3002,Gul Esra Bulbul,A5052139513,Gülen Bülbül,initial,
3002,Gul Esra Bulbul,A5083197365,Gülay Bülbül,initial,
3002,Gul Esra Bulbul,A5108597834,Güllü Bülbül,initial,
3002,Gul Esra Bulbul,A5110270181,GÜLNİHAL BÜLBÜL,initial,
3003,Saskia Hekker,A5035986389,S. te Lintel Hekker,initial,
3003,Saskia Hekker,A5061403952,S. Hekker,initial,
3003,Saskia Hekker,A5074798637,S. Hekker,initial,
3003,Saskia Hekker,A5090109244,S. Hekker,initial,
3005,Manuel Linares Alegret,A5103354918,M-L. Alegre,ngram,0.5689663547110008
3005,Manuel Linares Alegret,A5071202718,M. Alegret,initial,
3005,Manuel Linares Alegret,A5097225608,M. Alegret,initial,
3005,Manuel Linares Alegret,A5105943095,M.L Sene Alegret,initial,
3006,Pier-Emmanuel Tremblay,A5097013686,Pierre Tremblay,ngram+initial,0.7821849285176617
3006,Pier-Emmanuel Tremblay,A5001995903,P. Tremblay,initial,
3006,Pier-Emmanuel Tremblay,A5004710606,P. TREMBLAY,initial,
3006,Pier-Emmanuel Tremblay,A5005045238,P Tremblay,initial,
3006,Pier-Emmanuel Tremblay,A5008934697,P Tremblay,initial,
3006,Pier-Emmanuel Tremblay,A5010494860,Pierrick Tremblay,initial,
3006,Pier-Emmanuel Tremblay,A5022498289,P Tremblay,initial,
3006,Pier-Emmanuel Tremblay,A5024153842,P. Tremblay,initial,
3006,Pier-Emmanuel Tremblay,A5027808749,P. TREMBLAY,initial,
3006,Pier-Emmanuel Tremblay,A5035971102,Pierre Tremblay,initial,
3006,Pier-Emmanuel Tremblay,A5036801372,P Tremblay,initial,
3006,Pier-Emmanuel Tremblay,A5045080234,Pier Tremblay,initial,
3006,Pier-Emmanuel Tremblay,A5049068313,Pierrette Tremblay,initial,
3006,Pier-Emmanuel Tremblay,A5049602753,Pierre Tremblay,initial,
