row_id,host_openalex_id,matched_name,method,relevance,ror
1012,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
1013,I53964585,Weizmann Institute of Science,fuzzy,256521.75,https://ror.org/0316ej306
1014,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
1015,I100288624,John Innes Centre,weak,218755.22,https://ror.org/055zmrh94
1016,I32597200,Ghent University,exact,332866.03,https://ror.org/00cv9y106
1017,I149899117,Max Planck Society,exact,481286.8,https://ror.org/01hhn8329
1018,I197323543,Johannes Gutenberg University Mainz,weak,41263.29,https://ror.org/023b0x485
1019,I1322597698,Royal Netherlands Academy of Arts and Sciences,exact,117144.875,https://ror.org/043c0p156
1020,I123387679,Uppsala University,exact,353079.12,https://ror.org/048a87296
1021,,,none,,
1022,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
1023,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy,31067.223,https://ror.org/02gfc7t72
1024,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
1025,I129774422,University of Vienna,exact,231053.86,https://ror.org/03prydq77
1026,I21250087,Charles University,fuzzy,15146.773,https://ror.org/024d6js02
1027,I123387679,Uppsala University,exact,353079.12,https://ror.org/048a87296
1028,I4210112713,University Hospital Schleswig-Holstein,fuzzy,214310.25,https://ror.org/01tvm6f46
1029,I4210100913,Institute of Agrifood Research and Technology,weak,76469.88,https://ror.org/012zh9h13
1030,I193662353,Utrecht University,exact,376452.06,https://ror.org/04pp8hn57
1031,I133731052,University of Helsinki,exact,368817.44,https://ror.org/040af2s02
1032,I3133086891,Hochschule für Angewandte Wissenschaften Kiel,weak,3357.3535,https://ror.org/03q0ab227
1033,I2800351701,HUN-REN Szegedi Biológiai Kutatóközpont,weak,5309.424,https://ror.org/016gb1631
1034,I4210164740,"Czech Academy of Sciences, Biology Centre",exact,4821.525,https://ror.org/05pq4yn02
1035,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy,31067.223,https://ror.org/02gfc7t72
1036,,,none,,
1037,I99464096,KU Leuven,exact,75807.95,https://ror.org/05f950310
1038,I3133086891,Hochschule für Angewandte Wissenschaften Kiel,weak,3357.3535,https://ror.org/03q0ab227
1039,,,none,,
1040,I149899117,Max Planck Society,exact,481286.8,https://ror.org/01hhn8329
1041,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
1042,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
1043,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy,31067.223,https://ror.org/02gfc7t72
1044,,,none,,
1045,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
1046,I205984670,Czech University of Life Sciences Prague,exact,118770.766,https://ror.org/0415vcw02
1047,I1322597698,Royal Netherlands Academy of Arts and Sciences,exact,117144.875,https://ror.org/043c0p156
1048,I189712700,University of Konstanz,exact,163886.89,https://ror.org/0546hnb39
1049,I141596103,University of Lisbon,weak,223011.98,https://ror.org/01c27hj86
1050,I184942183,University of Oslo,exact,303018.66,https://ror.org/01xtthb56
1051,I187531555,Lund University,exact,378976.9,https://ror.org/012a77v79
1052,I71999127,Universitat de Barcelona,exact,38764.41,https://ror.org/021018s57
1053,I193223587,University of Trento,exact,167551.7,https://ror.org/05trd4x28
1054,I177969490,University of Southern Denmark,exact,212614.42,https://ror.org/03yrrjy16
1055,I1295562517,Naturalis Biodiversity Center,exact,84126.3,https://ror.org/0566bfb96
1056,I100930933,University College Dublin,fuzzy,21812.613,https://ror.org/05m7pjf47
1057,I56085075,University of Tartu,exact,173324.9,https://ror.org/03z77qz90
1058,I123387679,Uppsala University,exact,353079.12,https://ror.org/048a87296
1059,I3133086891,Hochschule für Angewandte Wissenschaften Kiel,weak,3357.3535,https://ror.org/03q0ab227
1060,,,none,,
1061,I123044942,Universitat Autònoma de Barcelona,exact,39540.395,https://ror.org/052g8jq94
1062,I183935753,King's College London,exact,542667.9,https://ror.org/0220mzb33
1063,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
1064,I16391192,Tel Aviv University,exact,529300.0,https://ror.org/04mhzgx49
1065,I124055696,University of Copenhagen,exact,402602.5,https://ror.org/035b05819
1066,I204778367,Norwegian University of Science and Technology,exact,260490.53,https://ror.org/05xg72x27
1067,I35440088,ETH Zurich,fuzzy,59592.008,https://ror.org/05a28rw58
1068,I1850255,University of Basel,exact,243737.62,https://ror.org/02s6k3f65
1069,,,none,,
1070,,,none,,
1071,I2800262456,"Swiss Federal Institute for Forest, Snow and Landscape Research",fuzzy,191002.16,https://ror.org/04bs5yc70
1072,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
1073,I181231927,National University of Ireland,weak,74419.195,https://ror.org/00shsf120
1074,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
1075,I35440088,ETH Zurich,fuzzy,59592.008,https://ror.org/05a28rw58
1076,I1118541,University of East Anglia,exact,262053.36,https://ror.org/026k5mg93
1077,I197251160,Hebrew University of Jerusalem,exact,375981.75,https://ror.org/03qxff017
1078,I196349391,Universität Ulm,exact,35018.91,https://ror.org/032000t02
1079,,,none,,
1080,I4210107832,Ernst Abbe University of Applied Sciences Jena,weak,5637.472,https://ror.org/01rfnc002
1081,I8204097,Ludwig-Maximilians-Universität München,weak,31190.25,https://ror.org/05591te55
1082,I4210166444,Institut de Recherche pour le Développement,weak,6596.1,https://ror.org/05q3vnk25
1083,,,none,,
1084,I91136226,University of Sheffield,exact,321924.84,https://ror.org/05krs5044
1085,I97565354,University of Lausanne,exact,250802.06,https://ror.org/019whta54
1086,I124227911,Ben-Gurion University of the Negev,exact,387759.6,https://ror.org/05tkyf982
1087,I149899117,Max Planck Society,exact,481286.8,https://ror.org/01hhn8329
1088,I298625061,Swedish University of Agricultural Sciences,exact,230633.55,https://ror.org/02yy8x990
1089,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
1090,I187531555,Lund University,exact,378976.9,https://ror.org/012a77v79
1091,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
1092,,,none,,
1093,I129774422,University of Vienna,exact,231053.86,https://ror.org/03prydq77
1094,,,none,,
1095,I913481162,Wageningen University & Research,fuzzy,288460.2,https://ror.org/04qw24q55
1096,I129774422,University of Vienna,exact,231053.86,https://ror.org/03prydq77
1097,I149899117,Max Planck Society,exact,481286.8,https://ror.org/01hhn8329
1098,I146655781,University of Liverpool,exact,324348.12,https://ror.org/04xs57h96
1099,I187531555,Lund University,exact,378976.9,https://ror.org/012a77v79
1100,I21250087,Charles University,fuzzy,15146.773,https://ror.org/024d6js02
1101,I53964585,Weizmann Institute of Science,fuzzy,256521.75,https://ror.org/0316ej306
1102,,,none,,
1103,I124055696,University of Copenhagen,exact,402602.5,https://ror.org/035b05819
1104,I205274468,Trinity College Dublin,exact,319291.9,https://ror.org/02tyrky19
1105,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
1106,I157556583,Institute of Science and Technology Austria,exact,61168.43,https://ror.org/03gnh5541
1107,,,none,,
1108,I189158943,University of Milan,exact,360040.97,https://ror.org/00wjc7c48
1109,,,none,,
1110,I68947357,Université de Strasbourg,exact,27748.521,https://ror.org/00pg6eq24
1111,I16835326,University of St Andrews,exact,228166.6,https://ror.org/02wn5qz54
1112,,,none,,
1113,I84884186,Newcastle University,fuzzy,41579.75,https://ror.org/01kj2bm70
1114,I39555362,University of Warwick,exact,259869.52,https://ror.org/01a77tt86
1115,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
1116,I1118541,University of East Anglia,exact,262053.36,https://ror.org/026k5mg93
1117,I241749,University of Cambridge,exact,532775.94,https://ror.org/013meh722
1118,I184942183,University of Oslo,exact,303018.66,https://ror.org/01xtthb56
1119,I16391192,Tel Aviv University,exact,529300.0,https://ror.org/04mhzgx49
1120,I99464096,KU Leuven,exact,75807.95,https://ror.org/05f950310
1121,I202697423,University of Zurich,exact,350629.0,https://ror.org/02crff812
1122,I2799803557,Barcelona Supercomputing Center,exact,112248.97,https://ror.org/05sd8tv96
1123,I132053463,Université Libre de Bruxelles,weak,123523.0,https://ror.org/01r9htc13
1124,I16097986,Universitat de València,exact,34157.383,https://ror.org/043nxc105
1125,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
1126,I202697423,University of Zurich,exact,350629.0,https://ror.org/02crff812
1127,,,none,,
1128,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
1129,I35440088,ETH Zurich,fuzzy,59592.008,https://ror.org/05a28rw58
1130,I23923803,University of Exeter,exact,225284.75,https://ror.org/03yghzc09
1131,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
1132,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
1133,I25217355,University of Pavia,exact,233921.84,https://ror.org/00s6t1f81
1134,I36234482,University of Bristol,exact,336861.22,https://ror.org/0524sp257
1135,I197251160,Hebrew University of Jerusalem,exact,375981.75,https://ror.org/03qxff017
1136,I53964585,Weizmann Institute of Science,fuzzy,256521.75,https://ror.org/0316ej306
1137,I180923762,University of Cologne,weak,13310.07,https://ror.org/00rcxh774
1138,I130194489,University of Alicante,exact,126615.16,https://ror.org/05t8bcz72
1139,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
1140,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy,31067.223,https://ror.org/02gfc7t72
1141,I155660961,University of Turku,exact,205834.64,https://ror.org/05vghhr25
1142,I146655781,University of Liverpool,exact,324348.12,https://ror.org/04xs57h96
1143,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
1144,I4432739,University of Bergen,exact,243454.16,https://ror.org/03zga2b32
1145,I241749,University of Cambridge,exact,532775.94,https://ror.org/013meh722
1146,I23923803,University of Exeter,exact,225284.75,https://ror.org/03yghzc09
1147,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
1148,I174306211,Technion – Israel Institute of Technology,exact,341636.5,https://ror.org/03qryx823
1149,I2800351701,HUN-REN Szegedi Biológiai Kutatóközpont,weak,5309.424,https://ror.org/016gb1631
1150,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
1151,I123387679,Uppsala University,exact,353079.12,https://ror.org/048a87296
1152,I161046081,University of Freiburg,exact,333178.88,https://ror.org/0245cg223
1153,I1850255,University of Basel,exact,243737.62,https://ror.org/02s6k3f65
1154,I23923803,University of Exeter,exact,225284.75,https://ror.org/03yghzc09
1155,I241749,University of Cambridge,exact,532775.94,https://ror.org/013meh722
1156,I181231927,National University of Ireland,weak,74419.195,https://ror.org/00shsf120
1157,I149899117,Max Planck Society,exact,481286.8,https://ror.org/01hhn8329
1158,I39804081,Sorbonne Université,exact,73100.87,https://ror.org/02en5vm52
1159,I4210086570,Heidelberg University of Education,fuzzy,8563.61,https://ror.org/0044w3h23
1160,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
1161,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
1162,I6289922,Universidade de Vigo,exact,18243.129,https://ror.org/05rdf8595
1163,I170486558,Universitat Pompeu Fabra,exact,43511.164,https://ror.org/04n0g0b29
1164,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
1165,I91136226,University of Sheffield,exact,321924.84,https://ror.org/05krs5044
1166,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
1167,I4387154544,Institut National de la Recherche Agronomique,exact,542.099,https://ror.org/01x3gbx83
1168,I5124864,École Polytechnique Fédérale de Lausanne,fuzzy,30682.26,https://ror.org/02s376052
1169,I35440088,ETH Zurich,fuzzy,59592.008,https://ror.org/05a28rw58
1170,I123387679,Uppsala University,exact,353079.12,https://ror.org/048a87296
1171,I4210147769,Institute for Bioengineering of Catalonia,exact,74720.42,https://ror.org/056h71x09
1172,I30771326,Italian Institute of Technology,exact,141176.92,https://ror.org/042t93s57
1173,,,none,,
1174,I28166907,Karolinska Institutet,exact,61562.074,https://ror.org/056d84691
1175,I204337017,Aarhus University,exact,286607.8,https://ror.org/01aj84f44
1176,I16391192,Tel Aviv University,exact,529300.0,https://ror.org/04mhzgx49
1177,I28166907,Karolinska Institutet,exact,61562.074,https://ror.org/056d84691
1178,I149899117,Max Planck Society,exact,481286.8,https://ror.org/01hhn8329
1179,I4210145889,"Czech Academy of Sciences, Institute of Organic Chemistry and Biochemistry",exact,10046.319,https://ror.org/04nfjn472
1180,I184942183,University of Oslo,exact,303018.66,https://ror.org/01xtthb56
1181,I75356249,Hochschule Düsseldorf University of Applied Sciences,weak,7414.5063,https://ror.org/00ftx0026
1182,I197251160,Hebrew University of Jerusalem,exact,375981.75,https://ror.org/03qxff017
1183,I169381384,University of Groningen,exact,390846.1,https://ror.org/012p63287
1184,,,none,,
1185,I95674353,UCLouvain,fuzzy,33728.004,https://ror.org/02495e989
1186,I56085075,University of Tartu,exact,173324.9,https://ror.org/03z77qz90
1187,I298625061,Swedish University of Agricultural Sciences,exact,230633.55,https://ror.org/02yy8x990
1188,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy,31067.223,https://ror.org/02gfc7t72
1189,I8901234,Foundation for Research and Technology Hellas,exact,128927.9,https://ror.org/052rphn09
1190,I4210086570,Heidelberg University of Education,fuzzy,8563.61,https://ror.org/0044w3h23
1191,I170486558,Universitat Pompeu Fabra,exact,43511.164,https://ror.org/04n0g0b29
1192,I200284239,Universidade de Santiago de Compostela,exact,39960.39,https://ror.org/030eybx10
1193,I197251160,Hebrew University of Jerusalem,exact,375981.75,https://ror.org/03qxff017
1194,I4210107832,Ernst Abbe University of Applied Sciences Jena,weak,5637.472,https://ror.org/01rfnc002
1195,I53964585,Weizmann Institute of Science,fuzzy,256521.75,https://ror.org/0316ej306
1196,I16097986,Universitat de València,exact,34157.383,https://ror.org/043nxc105
1197,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy,31067.223,https://ror.org/02gfc7t72
1198,I174306211,Technion – Israel Institute of Technology,exact,341636.5,https://ror.org/03qryx823
1199,I149899117,Max Planck Society,exact,481286.8,https://ror.org/01hhn8329
1200,I204730241,Université Paris Cité,exact,57428.344,https://ror.org/05f82e368
1201,I157536573,Institut Pasteur,exact,36066.547,https://ror.org/0495fxg12
1202,I298625061,Swedish University of Agricultural Sciences,exact,230633.55,https://ror.org/02yy8x990
1203,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy,31067.223,https://ror.org/02gfc7t72
1204,I8087733,University of Tübingen,exact,304372.66,https://ror.org/03a1kwz48
1205,I171892758,Forschungszentrum Jülich,exact,45283.65,https://ror.org/02nv7yv05
1206,I177639307,University of Dundee,exact,212539.11,https://ror.org/03h2bxq36
1207,I84884186,Newcastle University,fuzzy,41579.75,https://ror.org/01kj2bm70
1208,I121797337,Leiden University,exact,288571.72,https://ror.org/027bh9e22
1209,I4210147769,Institute for Bioengineering of Catalonia,exact,74720.42,https://ror.org/056h71x09
1210,I189991,"University of Veterinary Medicine Hannover, Foundation",weak,20955.928,https://ror.org/015qjqf64
1211,I62916508,Technical University of Munich,exact,424323.34,https://ror.org/02kkvpp62
1212,I161046081,University of Freiburg,exact,333178.88,https://ror.org/0245cg223
1213,I75356249,Hochschule Düsseldorf University of Applied Sciences,weak,7414.5063,https://ror.org/00ftx0026
1214,,,none,,
1215,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
1216,I35440088,ETH Zurich,fuzzy,59592.008,https://ror.org/05a28rw58
1217,I4210111834,Leibniz Institute of Polymer Research,weak,7183.24,https://ror.org/01tspta37
1218,I4210124929,Helmholtz Centre for Infection Research,exact,153015.81,https://ror.org/03d0p2685
1219,I100288624,John Innes Centre,weak,218755.22,https://ror.org/055zmrh94
1220,I132053463,Université Libre de Bruxelles,weak,123523.0,https://ror.org/01r9htc13
1221,I4210162077,Leibniz-Institut für Naturstoff-Forschung und Infektionsbiologie e. V. - Hans-Knöll-Institut (HKI),exact,21357.627,https://ror.org/055s37c97
1222,I62916508,Technical University of Munich,exact,424323.34,https://ror.org/02kkvpp62
1223,I241749,University of Cambridge,exact,532775.94,https://ror.org/013meh722
1224,I149899117,Max Planck Society,exact,481286.8,https://ror.org/01hhn8329
1225,I193662353,Utrecht University,exact,376452.06,https://ror.org/04pp8hn57
1226,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
1227,I161046081,University of Freiburg,exact,333178.88,https://ror.org/0245cg223
1228,I161046081,University of Freiburg,exact,333178.88,https://ror.org/0245cg223
1229,I204337017,Aarhus University,exact,286607.8,https://ror.org/01aj84f44
1230,I28166907,Karolinska Institutet,exact,61562.074,https://ror.org/056d84691
1231,I53964585,Weizmann Institute of Science,fuzzy,256521.75,https://ror.org/0316ej306
1232,I99464096,KU Leuven,exact,75807.95,https://ror.org/05f950310
1233,I8087733,University of Tübingen,exact,304372.66,https://ror.org/03a1kwz48
1234,I4210087187,CIC biomaGUNE,weak,6582.087,https://ror.org/004g03602
1235,I6820528,Alexander Fleming Biomedical Sciences Research Center,fuzzy,22605.912,https://ror.org/013x0ky90
1236,I187531555,Lund University,exact,378976.9,https://ror.org/012a77v79
1237,I241749,University of Cambridge,exact,532775.94,https://ror.org/013meh722
1238,I180923762,University of Cologne,weak,13310.07,https://ror.org/00rcxh774
1239,,,none,,
1240,I9927081,Aalto University,exact,173380.19,https://ror.org/020hwjq30
1241,I32597200,Ghent University,exact,332866.03,https://ror.org/00cv9y106
1242,I22465464,University of Münster,exact,31950.84,https://ror.org/00pd74e08
1243,I45129253,University College London,exact,628804.7,https://ror.org/02jx3x895
1244,I51532219,University of Lincoln,exact,56607.727,https://ror.org/03yeq9x20
1245,I2802973921,"Federal Department of Economic Affairs, Education and Research",exact,17569.477,https://ror.org/01kw63t33
1246,I176453806,University of Potsdam,exact,139857.58,https://ror.org/03bnmw459
1247,I169381384,University of Groningen,exact,390846.1,https://ror.org/012p63287
1248,I39804081,Sorbonne Université,exact,73100.87,https://ror.org/02en5vm52
1249,I100288624,John Innes Centre,weak,218755.22,https://ror.org/055zmrh94
1250,I92869138,BOKU University,fuzzy,12649.498,https://ror.org/057ff4y42
1251,I913481162,Wageningen University & Research,fuzzy,288460.2,https://ror.org/04qw24q55
1252,I149899117,Max Planck Society,exact,481286.8,https://ror.org/01hhn8329
1253,I149899117,Max Planck Society,exact,481286.8,https://ror.org/01hhn8329
1254,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy,31067.223,https://ror.org/02gfc7t72
1255,I4392738140,University of Nordland,exact,43.870747,https://ror.org/034x1af55
1256,I35440088,ETH Zurich,fuzzy,59592.008,https://ror.org/05a28rw58
1257,,,none,,
1258,I4210127902,Leibniz-Institut für Pflanzengenetik und Kulturpflanzenforschung (IPK),exact,26003.27,https://ror.org/02skbsp27
1259,,,none,,
1260,I204337017,Aarhus University,exact,286607.8,https://ror.org/01aj84f44
1261,I133731052,University of Helsinki,exact,368817.44,https://ror.org/040af2s02
1262,I98358874,Delft University of Technology,exact,336248.8,https://ror.org/02e2c7k09
1263,I9927081,Aalto University,exact,173380.19,https://ror.org/020hwjq30
1264,I98358874,Delft University of Technology,exact,336248.8,https://ror.org/02e2c7k09
1265,I7882870,University of Glasgow,exact,376363.0,https://ror.org/00vtgdb53
1266,I177969490,University of Southern Denmark,exact,212614.42,https://ror.org/03yrrjy16
1267,,,none,,
1268,I23923803,University of Exeter,exact,225284.75,https://ror.org/03yghzc09
1269,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
1270,I4210087187,CIC biomaGUNE,weak,6582.087,https://ror.org/004g03602
1271,I8087733,University of Tübingen,exact,304372.66,https://ror.org/03a1kwz48
1272,I4210129734,"NEIKER, Basque Institute for Agricultural Research and Development",exact,50188.414,https://ror.org/03rf31e64
1273,,,none,,
1274,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
1275,,,none,,
1276,I135140700,University of Bonn,exact,339605.3,https://ror.org/041nas322
1277,I32597200,Ghent University,exact,332866.03,https://ror.org/00cv9y106
1278,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
1279,I54009628,University of Bayreuth,exact,156766.92,https://ror.org/0234wmv40
1280,I63664421,Swiss Federal Institute of Aquatic Science and Technology,exact,63540.98,https://ror.org/00pc48d59
1281,I4210145032,Migal - Galilee Technology Center,exact,54092.703,https://ror.org/04kaqnt29
1282,I181647926,University of Strathclyde,exact,207305.19,https://ror.org/00n3w3b69
1283,I190082696,Durham University,exact,34730.715,https://ror.org/01v29qb04
1284,,,none,,
1285,I204730241,Université Paris Cité,exact,57428.344,https://ror.org/05f82e368
1286,I108290504,University of Pisa,exact,306538.62,https://ror.org/03ad39j10
1287,,,none,,
1288,I47508984,Imperial College London,fuzzy,471411.25,https://ror.org/041kmwe10
1289,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
1290,I39804081,Sorbonne Université,exact,73100.87,https://ror.org/02en5vm52
1291,I176453806,University of Potsdam,exact,139857.58,https://ror.org/03bnmw459
1292,I277688954,Université Paris-Saclay,exact,56784.676,https://ror.org/03xjwb503
1293,,,none,,
1294,I133731052,University of Helsinki,exact,368817.44,https://ror.org/040af2s02
1295,I121797337,Leiden University,exact,288571.72,https://ror.org/027bh9e22
1296,I39804081,Sorbonne Université,exact,73100.87,https://ror.org/02en5vm52
1297,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
1298,I241749,University of Cambridge,exact,532775.94,https://ror.org/013meh722
1299,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
1300,I138689650,University of Padua,exact,391372.62,https://ror.org/00240q980
1301,I124261006,École Supérieure des Sciences Économiques et Commerciales,exact,4326.4404,https://ror.org/02dga6j42
1302,I241749,University of Cambridge,exact,532775.94,https://ror.org/013meh722
1303,I94624287,University of Twente,exact,208033.81,https://ror.org/006hf6230
1304,I99464096,KU Leuven,exact,75807.95,https://ror.org/05f950310
1305,I56435720,Université Paris Dauphine-PSL,exact,10831.259,https://ror.org/052bz7812
1306,I55143463,University of Turin,exact,288075.34,https://ror.org/048tbm396
1307,I138549579,Scuola Internazionale Superiore di Studi Avanzati,fuzzy,18574.277,https://ror.org/004fze387
1308,I861853513,Sapienza University of Rome,exact,544445.06,https://ror.org/02be6w209
1309,I145847075,TU Wien,exact,26474.12,https://ror.org/04d836q62
1310,I116067653,University of Rome Tor Vergata,exact,457244.3,https://ror.org/02p77k626
1311,I71999127,Universitat de Barcelona,exact,38764.41,https://ror.org/021018s57
1312,I197251160,Hebrew University of Jerusalem,exact,375981.75,https://ror.org/03qxff017
1313,I4577782,Technische Universität Berlin,fuzzy,12031.05,https://ror.org/03v4gjf40
1314,I193662353,Utrecht University,exact,376452.06,https://ror.org/04pp8hn57
1315,I133731052,University of Helsinki,exact,368817.44,https://ror.org/040af2s02
1316,,,none,,
1317,I53964585,Weizmann Institute of Science,fuzzy,256521.75,https://ror.org/0316ej306
1318,I66862912,Chalmers University of Technology,exact,226409.05,https://ror.org/040wg7k59
1319,I277688954,Université Paris-Saclay,exact,56784.676,https://ror.org/03xjwb503
1320,I22465464,University of Münster,exact,31950.84,https://ror.org/00pd74e08
1321,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
1322,I22465464,University of Münster,exact,31950.84,https://ror.org/00pd74e08
1323,I124055696,University of Copenhagen,exact,402602.5,https://ror.org/035b05819
1324,I8204097,Ludwig-Maximilians-Universität München,weak,31190.25,https://ror.org/05591te55
1325,I16391192,Tel Aviv University,exact,529300.0,https://ror.org/04mhzgx49
1326,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
1327,,,none,,
1328,I174306211,Technion – Israel Institute of Technology,exact,341636.5,https://ror.org/03qryx823
1329,I7882870,University of Glasgow,exact,376363.0,https://ror.org/00vtgdb53
1330,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
1331,I180923762,University of Cologne,weak,13310.07,https://ror.org/00rcxh774
1332,I86987016,KTH Royal Institute of Technology,fuzzy,121966.055,https://ror.org/026vcq606
1333,I198244214,Université Clermont Auvergne,exact,45779.74,https://ror.org/01a8ajp46
1334,I129774422,University of Vienna,exact,231053.86,https://ror.org/03prydq77
1335,I39555362,University of Warwick,exact,259869.52,https://ror.org/01a77tt86
1336,I16391192,Tel Aviv University,exact,529300.0,https://ror.org/04mhzgx49
1337,I16391192,Tel Aviv University,exact,529300.0,https://ror.org/04mhzgx49
1338,I39804081,Sorbonne Université,exact,73100.87,https://ror.org/02en5vm52
1339,I134820265,Consejo Superior de Investigaciones Científicas,fuzzy,31067.223,https://ror.org/02gfc7t72
1340,I16391192,Tel Aviv University,exact,529300.0,https://ror.org/04mhzgx49
1341,I179225836,University of Augsburg,exact,95757.74,https://ror.org/03p14d497
1342,I39804081,Sorbonne Université,exact,73100.87,https://ror.org/02en5vm52
1343,I98677209,University of Edinburgh,exact,396567.03,https://ror.org/01nrxwf90
1344,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
1345,I887064364,University of Amsterdam,exact,380175.53,https://ror.org/04dkp9463
1346,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
1347,I149213910,University of Antwerp,exact,241988.78,https://ror.org/008x57b05
1348,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
1349,I35440088,ETH Zurich,fuzzy,59592.008,https://ror.org/05a28rw58
1350,I7882870,University of Glasgow,exact,376363.0,https://ror.org/00vtgdb53
1351,I55143463,University of Turin,exact,288075.34,https://ror.org/048tbm396
1352,I133731052,University of Helsinki,exact,368817.44,https://ror.org/040af2s02
1353,I186903577,University of Luxembourg,exact,91592.805,https://ror.org/036x5ad56
1354,I98677209,University of Edinburgh,exact,396567.03,https://ror.org/01nrxwf90
1355,I22465464,University of Münster,exact,31950.84,https://ror.org/00pd74e08
1356,I197251160,Hebrew University of Jerusalem,exact,375981.75,https://ror.org/03qxff017
1357,I35440088,ETH Zurich,fuzzy,59592.008,https://ror.org/05a28rw58
1358,I19894307,Université de Montpellier,exact,36128.824,https://ror.org/051escj72
1359,,,none,,
1360,I124055696,University of Copenhagen,exact,402602.5,https://ror.org/035b05819
1361,I22465464,University of Münster,exact,31950.84,https://ror.org/00pd74e08
1362,,,none,,
1363,I16391192,Tel Aviv University,exact,529300.0,https://ror.org/04mhzgx49
1364,I8204097,Ludwig-Maximilians-Universität München,weak,31190.25,https://ror.org/05591te55
1365,I189158943,University of Milan,exact,360040.97,https://ror.org/00wjc7c48
1366,,,none,,
1367,I45129253,University College London,exact,628804.7,https://ror.org/02jx3x895
1368,I16391192,Tel Aviv University,exact,529300.0,https://ror.org/04mhzgx49
1369,I147765834,Leipzig University of Applied Sciences,weak,13022.127,https://ror.org/03xgcq477
1370,I39804081,Sorbonne Université,exact,73100.87,https://ror.org/02en5vm52
1371,I40120149,University of Oxford,exact,569785.9,https://ror.org/052gg0110
1372,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
1373,I1294671590,Centre National de la Recherche Scientifique,fuzzy,165431.84,https://ror.org/02feahw73
