row_id,host_openalex_id
1867,I31746571
1868,I118347636
1869,I5681781
1870,I165143802
1871,I149704539
1872,I165143802
1873,I165143802
1874,I205640436
1875,I129801699
1876,I56590836
1877,I165143802
1878,I86695891
1879,I165143802
1880,I165143802
1881,I56590836
1882,I56590836
1883,I118347636
1884,I56590836
1885,I149704539
1886,I129604602
1887,I5681781
1888,I196829312
1889,I31746571
1890,I118347636
1891,I165143802
1892,I31746571
1893,I118347636
1894,I196021976
1895,I31746571
1896,I165779595
1897,I31746571
1898,I170239107
1899,I129604602
1900,I78757542
1901,I165779595
1902,I5681781
1903,I165143802
1904,I204824540
1905,I129604602
1906,I114017466
1907,I129801699
1908,I165779595
1909,I118347636
1910,I118347636
1911,I165143802
1912,I56590836
1913,I56590836
1914,I31746571
1915,I29894533
1916,I118347636
1917,I129604602
1918,I165143802
1919,I196829312
1920,I177877127
1921,I188329596
1922,I118347636
1923,I165143802
1924,I118347636
1925,I78757542
1926,I165779595
1927,I129604602
1928,I177877127
1929,I86467917
1930,I160993911
1931,I204824540
1932,I11701301
1933,I129604602
1934,I145902186
1935,I165143802
1936,I165779595
1937,I31746571
1938,I118347636
1939,I56590836
1940,I165779595
1941,I165143802
1942,I31746571
1943,I86467917
1944,I177877127
1945,I196829312
1946,I129604602
1947,I177877127
1948,I165779595
1949,I165143802
1950,I56590836
1951,I165143802
1952,I170239107
1953,I31746571
1954,I129604602
1955,I11701301
1956,I165779595
1957,I177877127
1958,I11701301
1959,I165143802
1960,I4210092543
1961,I170239107
1962,I242743682
1963,I118347636
1964,I170239107
1965,I11701301
1966,I129604602
1967,I118347636
1968,I56590836
1969,I1328540965
1970,I56590836
1971,I1292875679
1972,I56590836
1973,I29894533
1974,I31746571
1975,I196021976
1976,I204824540
1977,I56590836
1978,I31746571
1979,I165779595
1980,I129604602
1981,I149704539
1982,I114017466
1983,I129604602
1984,I196021976
1985,I31746571
1986,I129801699
1987,I165143802
1988,I118347636
1989,I129604602
1990,I169541294
1991,I31746571
1992,I118347636
1993,I165779595
1994,I242743682
1995,I177877127
1996,I118347636
1997,I63525965
1998,I177877127
1999,I129801699
2000,I56590836
2001,I5681781
2002,I129801699
2003,I129604602
2004,I170239107
2005,I188329596
2006,I177877127
2007,I149704539
2008,I205640436
2009,I129801699
2010,I165143802
2011,I118347636
2012,I31746571
2013,I5681781
2014,I165143802
2015,I165143802
2016,I5681781
2017,I129604602
2018,I5681781
2019,I196829312
2020,I204824540
2021,I2802629923
2022,I99043593
2023,I118347636
2024,I129604602
2025,I145902186
2026,I242743682
2027,I196021976
2028,I1292875679
2029,I118347636
2030,I1292875679
2031,I5681781
2032,I196829312
2033,I129604602
2034,I5681781
2035,I82951845
2036,I129604602
2037,I4210123010
2038,I118347636
2039,I145902186
2040,I82951845
2041,I196021976
2042,I136750679
2043,I142471025
2044,I149704539
2045,I118347636
2046,I118347636
2047,I129604602
2048,I118347636
2049,I129604602
2050,I31746571
2051,I129604602
2052,I177877127
2053,I31746571
2054,I31746571
2055,I31746571
2056,I5681781
2057,I31746571
2058,I196021976
2059,I129604602
2060,I31746571
2061,I129604602
2062,I11701301
2063,I129801699
2064,I129604602
2065,I196829312
2066,I31746571
2067,I165143802
2068,I165143802
2069,I31746571
2070,I118347636
2071,I1292875679
2072,I170239107
2073,I204824540
2074,I129604602
2075,I63525965
2076,I196829312
2077,I1292875679
2078,I142471025
2079,I165143802
2080,I118347636
2081,I4210092543
2082,I118347636
2083,I165143802
2084,I56590836
2085,I177877127
2086,I129604602
2087,I1292875679
2088,I205640436
2089,I118347636
2090,I31746571
2091,I165143802
2092,I11701301
2093,I177877127
2094,I196829312
2095,I165779595
2096,I56590836
2097,I160993911
2098,I11701301
2099,I118347636
2100,I170239107
2101,I165779595
2102,I31746571
2103,I165143802
2104,I129604602
2105,I205640436
2106,I11701301
2107,I118347636
2108,I129801699
2109,I165779595
2110,I165143802
2111,I11701301
2112,I165779595
2113,I165143802
2114,I11701301
2115,I165779595
2116,I5681781
2117,I165143802
2118,I165779595
2119,I31746571
2120,I56590836
2121,I11701301
2122,I118347636
2123,I56590836
2124,I5681781
2125,I165779595
2126,I165143802
2127,I165779595
2128,I196829312
2129,I165779595
2130,I196829312
2131,I31746571
2132,I165143802
2133,I204824540
2134,I56590836
2135,I118347636
2136,I177877127
2137,I118347636
2138,I165779595
2139,I165779595
2140,I31746571
2141,I31746571
2142,I78757542
2143,I165779595
2144,I217937681
2145,I177877127
2146,I165143802
2147,I78757542
2148,I165779595
2149,I165143802
2150,I177877127
2151,I99043593
2152,I177877127
2153,I78757542
2154,I165143802
2155,I165779595
2156,I56590836
2157,I165779595
2158,I217937681
2159,I204824540
2160,I242743682
2161,I165779595
2162,I56590836
2163,I177877127
2164,I204824540
2165,I56590836
2166,I56590836
2167,I217937681
2168,I99043593
2169,I165143802
2170,I177877127
2171,I11701301
2172,I118347636
2173,I66809481
2174,I242743682
2175,I114017466
2176,I118347636
2177,I118347636
2178,I165779595
2179,I118347636
2180,I185523456
2181,I165779595
2182,I11701301
2183,I86467917
2184,I118347636
2185,I165143802
2186,I57093077
2187,I165143802
2188,I31746571
2189,I165779595
2190,I242743682
2191,I169541294
2192,I165779595
2193,I56590836
2194,I165779595
2195,I129604602
2196,I170239107
2197,I118347636
2198,I204824540
2199,I5681781
2200,I129801699
2201,I99043593
2202,I78757542
2203,I129604602
2204,I56590836
2205,I118347636
2206,I196829312
2207,I204824540
2208,I56590836
2209,I86467917
2210,I165779595
2211,I204824540
2212,I118347636
2213,I153230381
2214,I165779595
2215,I165779595
2216,I129801699
2217,I153230381
2218,I177877127
2219,I82951845
