row_id,AwardNumber,PrincipalInvestigator,OrganizationState,inst_name,host_openalex_id,matched_name,method,source,jaccard,cover,type,productivity,ror
2741,"=""0548245""",Christopher J Chang,CA,University of California-Berkeley,I95457486,"University of California, Berkeley",exact,prior,,,,,https://ror.org/01an7q238
2742,"=""0548249""",Elchanan Mossel,CA,University of California-Berkeley,I95457486,"University of California, Berkeley",exact,prior,,,,,https://ror.org/01an7q238
2743,"=""0548252""",Phil S Baran,CA,The Scripps Research Institute,I123431417,Scripps Research Institute,exact,prior,,,,,https://ror.org/02dxx6824
2744,"=""0548258""",Brian P Bledsoe,CO,Colorado State University,I92446798,Colorado State University,exact,prior,,,,,https://ror.org/03k1gpj17
2745,"=""0548259""",Brian D Wirth,CA,University of California-Berkeley,I95457486,"University of California, Berkeley",exact,prior,,,,,https://ror.org/01an7q238
2746,"=""0548260""",Debi Prasad Choudhary,CA,"The University Corporation, Northridge",I157638225,"California State University, Northridge",override,manual,,,,,
2747,"=""0548262""",Brian G Keating,CA,University of California-San Diego,I36258959,University of California San Diego,exact,prior,,,,,https://ror.org/0168r3w48
2748,"=""0548264""",Indraneel Ghosh,AZ,University of Arizona,I138006243,University of Arizona,exact,prior,,,,,https://ror.org/03m2x1q45
2749,"=""0548272""",David A Schmidt,OR,University of Oregon Eugene,I181233156,University of Oregon,fuzzy,duckdb,1.0,1.0,education,51031.0,0293rh119
2750,"=""0548275""",Lihini I Aluwihare,CA,University of California-San Diego Scripps Inst of Oceanography,I150209017,Scripps Institution of Oceanography (UC San Diego),human,prior,,,,,
2751,"=""0548277""",Nadia Lapusta,CA,California Institute of Technology,I122411786,California Institute of Technology,exact,prior,,,,,https://ror.org/05dxps055
2752,"=""0548285""",Michael Tomz,CA,Stanford University,I97018004,Stanford University,exact,prior,,,,,https://ror.org/00f54p054
2753,"=""0548288""",Matthew J Fouch,AZ,Arizona State University,I55732556,Arizona State University,exact,prior,,,,,https://ror.org/03efmqc40
2754,"=""0548947""",James L Mahoney,IL,Northwestern University,I111979921,Northwestern University,exact,prior,,,,,https://ror.org/000e0be47
2755,"=""0549306""",Jionghua J Jin,MI,Regents of the University of Michigan - Ann Arbor,I27837315,University of Michigan,exact,prior,,,,,https://ror.org/00jmfr291
2756,"=""0549548""",Anne Steinemann,WA,University of Washington,I201448701,University of Washington,exact,prior,,,,,https://ror.org/00cvxb145
2757,"=""0550899""",Zhongguo J Ma,TN,University of Tennessee Knoxville,I75027704,University of Tennessee at Knoxville,fuzzy,prior,,,,,https://ror.org/020f3ap87
2758,"=""0551024""",Ryosuke Motani,CA,University of California-Davis,I84218800,"University of California, Davis",exact,prior,,,,,https://ror.org/05rrcem69
2759,"=""0551468""",Latika Menon,MA,Northeastern University,I12912129,Northeastern University,exact,prior,,,,,https://ror.org/04t5xt781
2760,"=""0551798""",Justin Courcelle,OR,Portland State University,I126345244,Portland State University,exact,prior,,,,,https://ror.org/00yn2fy02
2761,"=""0551924""",Arnoldo Valle-Levinson,FL,University of Florida,I33213144,University of Florida,exact,prior,,,,,https://ror.org/02y3ad647
2762,"=""0551947""",VijaySekhar Chellaboina,TN,University of Tennessee Knoxville,I75027704,University of Tennessee at Knoxville,fuzzy,prior,,,,,https://ror.org/020f3ap87
2763,"=""0552089""",Mike W Peng,TX,University of Texas at Dallas,I162577319,The University of Texas at Dallas,fuzzy,prior,,,,,https://ror.org/049emcs32
2764,"=""0552154""",Matthew D Parker,NC,North Carolina State University,I137902535,North Carolina State University,exact,prior,,,,,https://ror.org/04tj63d06
2765,"=""0552295""",Qun Huo,FL,The University of Central Florida Board of Trustees,I106165777,University of Central Florida,exact,prior,,,,,https://ror.org/036nfer12
2766,"=""0552414""",Patrick T Mather,OH,Case Western Reserve University,I58956616,Case Western Reserve University,exact,prior,,,,,https://ror.org/051fd9666
2767,"=""0553419""",Tarek F Abdelzaher,IL,University of Illinois at Urbana-Champaign,I157725225,University of Illinois Urbana-Champaign,exact,duckdb,1.0,1.0,education,295741.0,047426m28
2768,"=""0553485""",Carsten A Ullrich,MO,University of Missouri-Columbia,I76835614,University of Missouri,exact,prior,,,,,https://ror.org/02ymw8z06
2769,"=""0601654""",Janet Bond-Robinson,AZ,Arizona State University,I55732556,Arizona State University,exact,prior,,,,,https://ror.org/03efmqc40
2770,"=""0603667""",Jonathon Cummings,NC,Duke University,I170897317,Duke University,exact,prior,,,,,https://ror.org/00py81415
2771,"=""0603841""",Ruslan Prozorov,IA,Iowa State University,I173911158,Iowa State University,exact,prior,,,,,https://ror.org/04rswrd78
2772,"=""0604443""",Bradley D Ritts,IN,Indiana University,I592451,Indiana University,exact,prior,,,,,https://ror.org/01kg8sb98
2773,"=""0608283""",Sergey Savrasov,CA,University of California-Davis,I84218800,"University of California, Davis",exact,prior,,,,,https://ror.org/05rrcem69
2774,"=""0608514""",Lera Boroditsky,CA,Stanford University,I97018004,Stanford University,exact,prior,,,,,https://ror.org/00f54p054
2775,"=""0609574""",Max E Tegmark,MA,Massachusetts Institute of Technology,I63966007,Massachusetts Institute of Technology,exact,prior,,,,,https://ror.org/042nb2s44
2776,"=""0611589""",David A Bader,GA,Georgia Tech Research Corporation,I130701444,Georgia Institute of Technology,exact,prior,,,,,https://ror.org/01zkghx44
2777,"=""0611926""",Calin A Belta,MA,Trustees of Boston University,I111088046,Boston University,exact,prior,,,,,https://ror.org/05qwgg493
2778,"=""0612553""",Jeffery L Yarger,AZ,Arizona State University,I55732556,Arizona State University,exact,prior,,,,,https://ror.org/03efmqc40
2779,"=""0614705""",Kirk W Cameron,VA,Virginia Polytechnic Institute and State University,I859038795,Virginia Tech,exact,prior,,,,,https://ror.org/02smfhw86
2780,"=""0617992""",Gary S Weissmann,NM,University of New Mexico,I169521973,University of New Mexico,exact,prior,,,,,https://ror.org/05fs6jp91
2781,"=""0618235""",Jean J Heremans,VA,Virginia Polytechnic Institute and State University,I859038795,Virginia Tech,exact,prior,,,,,https://ror.org/02smfhw86
2782,"=""0618917""",Christopher Kennedy,IL,University of Chicago,I40347166,University of Chicago,exact,prior,,,,,https://ror.org/024mw5h28
2783,"=""0620061""",Ozan Akkus,IN,Purdue University,I219193219,Purdue University West Lafayette,override,manual,,,,,
2784,"=""0621433""",Zuo-Jun Shen,CA,University of California-Berkeley,I95457486,"University of California, Berkeley",exact,prior,,,,,https://ror.org/01an7q238
2785,"=""0622146""",Kalman Varga,TN,Vanderbilt University,I200719446,Vanderbilt University,exact,prior,,,,,https://ror.org/02vm5rt34
2786,"=""0622277""",Gladys M Alexandre,TN,University of Tennessee Knoxville,I75027704,University of Tennessee at Knoxville,fuzzy,prior,,,,,https://ror.org/020f3ap87
2787,"=""0622862""",Daniel Attinger,NY,Columbia University,I78577930,Columbia University,exact,prior,,,,,https://ror.org/00hj8s172
2788,"=""0625423""",Jannette Frandsen,HI,University of Hawaii,I1331384533,University of Hawaii System,exact,prior,,,,,https://ror.org/03tzaeb71
2789,"=""0626226""",Colin A Wolden,CO,Colorado School of Mines,I167576493,Colorado School of Mines,exact,prior,,,,,https://ror.org/04raf6v53
2790,"=""0627842""",Chongchun Zeng,GA,Georgia Tech Research Corporation,I130701444,Georgia Institute of Technology,exact,prior,,,,,https://ror.org/01zkghx44
2791,"=""0628093""",Xin Wang,NY,SUNY at Stony Brook,I59553526,Stony Brook University,exact,prior,,,,,https://ror.org/05qghxh33
2792,"=""0629260""",Michael J Garvin,VA,Virginia Polytechnic Institute and State University,I859038795,Virginia Tech,exact,prior,,,,,https://ror.org/02smfhw86
2793,"=""0629266""",Karen D King,NY,New York University,I57206974,New York University,exact,prior,,,,,https://ror.org/0190ak572
2794,"=""0630139""",Amy C Anderson,CT,University of Connecticut,I140172145,University of Connecticut,exact,prior,,,,,https://ror.org/02der9h97
2795,"=""0630141""",Dennis L Wright,CT,University of Connecticut,I140172145,University of Connecticut,exact,prior,,,,,https://ror.org/02der9h97
2796,"=""0630206""",Lucio Soibelman,PA,Carnegie Mellon University,I74973139,Carnegie Mellon University,exact,prior,,,,,https://ror.org/05x2bcf33
2797,"=""0630595""",Steven L Goodbred,TN,Vanderbilt University,I200719446,Vanderbilt University,exact,prior,,,,,https://ror.org/02vm5rt34
2798,"=""0631210""",Vladimir V Popik,GA,University of Georgia Research Foundation Inc,I4387153128,University of Georgia Research Foundation,exact,prior,,,,,https://ror.org/04sqkw483
2799,"=""0635469""",Harry Dankowicz,IL,University of Illinois at Urbana-Champaign,I157725225,University of Illinois Urbana-Champaign,exact,duckdb,1.0,1.0,education,295741.0,047426m28
2800,"=""0635606""",Van Vu,NJ,Rutgers University New Brunswick,I102322142,"Rutgers, The State University of New Jersey",fuzzy,duckdb,0.6,1.0,education,220207.0,05vt9qd57
2801,"=""0638486""",Anne M Cleary,CO,Colorado State University,I92446798,Colorado State University,exact,prior,,,,,https://ror.org/03k1gpj17
2802,"=""0638826""",Ulrich Haussermann,AZ,Arizona State University,I55732556,Arizona State University,exact,prior,,,,,https://ror.org/03efmqc40
2803,"=""0639335""",Jeffrey R Kuhn,HI,University of Hawaii,I1331384533,University of Hawaii System,exact,prior,,,,,https://ror.org/03tzaeb71
2804,"=""0639426""",Benjamin A Watson,NC,North Carolina State University,I137902535,North Carolina State University,exact,prior,,,,,https://ror.org/04tj63d06
2805,"=""0639624""",Sanjukta Bhanja,FL,University of South Florida,I2613432,University of South Florida,exact,prior,,,,,https://ror.org/032db5x82
2806,"=""0639822""",Stefano Curtarolo,NC,Duke University,I170897317,Duke University,exact,prior,,,,,https://ror.org/00py81415
2807,"=""0639888""",Harold Park,TN,Vanderbilt University,I200719446,Vanderbilt University,exact,prior,,,,,https://ror.org/02vm5rt34
2808,"=""0639980""",Jiashun Jin,IN,Purdue University,I219193219,Purdue University West Lafayette,override,manual,,,,,
2809,"=""0639994""",JM Geremia,NM,University of New Mexico,I169521973,University of New Mexico,exact,prior,,,,,https://ror.org/05fs6jp91
2810,"=""0640443""",Patrick M Reed,PA,Pennsylvania State Univ University Park,I130769515,Pennsylvania State University,exact,prior,,,,,https://ror.org/04p491231
2811,"=""0640636""",Mehdi Ferdowsi,MO,Missouri University of Science and Technology,I20382870,Missouri University of Science and Technology,exact,prior,,,,,https://ror.org/00scwqd12
2812,"=""0640729""",Jeffrey L Katz,ME,Colby College,I27504731,Colby College,exact,prior,,,,,https://ror.org/00fvyjk73
2813,"=""0640964""",Jason C Heikenfeld,OH,University of Cincinnati,I63135867,University of Cincinnati,exact,duckdb,1.0,1.0,education,113395.0,01e3m7079
2814,"=""0641177""",Youtao Zhang,PA,University of Pittsburgh,I170201317,University of Pittsburgh,exact,prior,,,,,https://ror.org/01an3r305
2815,"=""0641319""",Robert B Day,MI,Michigan State University,I87216513,Michigan State University,exact,prior,,,,,https://ror.org/05hs6h993
2816,"=""0641353""",Ling Zang,IL,Southern Illinois University at Carbondale,I110378019,Southern Illinois University Carbondale,exact,prior,,,,,https://ror.org/049kefs16
2817,"=""0641402""",Vladlen Koltun,CA,Stanford University,I97018004,Stanford University,exact,prior,,,,,https://ror.org/00f54p054
2818,"=""0641406""",Alexandria Boehm,CA,Stanford University,I97018004,Stanford University,exact,prior,,,,,https://ror.org/00f54p054
2819,"=""0641912""",Liam Paninski,NY,Columbia University,I78577930,Columbia University,exact,prior,,,,,https://ror.org/00hj8s172
2820,"=""0641972""",Hui Li,FL,Florida State University,I103163165,Florida State University,exact,prior,,,,,https://ror.org/05g3dte14
2821,"=""0642225""",Jennifer J Kohler,CA,Stanford University,I97018004,Stanford University,exact,prior,,,,,https://ror.org/00f54p054
2822,"=""0642328""",Sarah L Codd,MT,Montana State University,I23732399,Montana State University,exact,prior,,,,,https://ror.org/02w0trx84
2823,"=""0642346""",Karina S Cramer,CA,University of California-Irvine,I204250578,"University of California, Irvine",exact,prior,,,,,https://ror.org/04gyf1771
2824,"=""0642361""",Patrick Cheridito,NJ,Princeton University,I20089843,Princeton University,exact,prior,,,,,https://ror.org/00hx57361
2825,"=""0642363""",Megan E Frary,ID,Boise State University,I120156002,Boise State University,exact,prior,,,,,https://ror.org/02e3zdp86
2826,"=""0642415""",Erik Thiessen,PA,Carnegie Mellon University,I74973139,Carnegie Mellon University,exact,prior,,,,,https://ror.org/05x2bcf33
2827,"=""0642509""",David A Putnam,NY,Cornell University,I205783295,Cornell University,exact,prior,,,,,https://ror.org/05bnh6r87
2828,"=""0642512""",Todd Wellnitz,WI,University of Wisconsin-Eau Claire,I124727415,University of Wisconsin–Eau Claire,exact,prior,,,,,https://ror.org/03mnm0t94
2829,"=""0642513""",Elizabeth J Harbron,VA,College of William and Mary,I16285277,William & Mary,exact,prior,,,,,https://ror.org/03hsf0573
2830,"=""0642545""",Markus J Buehler,MA,Massachusetts Institute of Technology,I63966007,Massachusetts Institute of Technology,exact,prior,,,,,https://ror.org/042nb2s44
2831,"=""0642554""",Arun A Ross,WV,West Virginia University Research Corporation,I12097938,West Virginia University,exact,prior,,,,,https://ror.org/011vxgd24
2832,"=""0642600""",Susan E Voss,MA,Smith College,I202524275,Smith College,exact,prior,,,,,https://ror.org/0497crr92
2833,"=""0642603""",Shayan Mookherjea,CA,University of California-San Diego,I36258959,University of California San Diego,exact,prior,,,,,https://ror.org/0168r3w48
2834,"=""0642615""",Ilya Zharov,UT,University of Utah,I223532165,University of Utah,exact,prior,,,,,https://ror.org/03r0ha626
2835,"=""0642621""",Tommaso L Treu,CA,University of California-Santa Barbara,I154570441,"University of California, Santa Barbara",exact,prior,,,,,https://ror.org/02t274463
2836,"=""0642719""",Domitilla Del Vecchio,MI,Regents of the University of Michigan - Ann Arbor,I27837315,University of Michigan,exact,prior,,,,,https://ror.org/00jmfr291
2837,"=""0642751""",Scott P Wakely,IL,University of Chicago,I40347166,University of Chicago,exact,prior,,,,,https://ror.org/024mw5h28
2838,"=""0642794""",Kevin D Dorfman,MN,University of Minnesota-Twin Cities,I130238516,University of Minnesota,exact,prior,,,,,https://ror.org/017zqws13
2839,"=""0642814""",Valeria LaSaponara,CA,University of California-Davis,I84218800,"University of California, Davis",exact,prior,,,,,https://ror.org/05rrcem69
2840,"=""0642839""",Sanjay Lall,CA,Stanford University,I97018004,Stanford University,exact,prior,,,,,https://ror.org/00f54p054
2841,"=""0642843""",Hailing Jin,CA,University of California-Riverside,I103635307,"University of California, Riverside",exact,prior,,,,,https://ror.org/03nawhv43
2842,"=""0642857""",Julian J Chen,AZ,Arizona State University,I55732556,Arizona State University,exact,prior,,,,,https://ror.org/03efmqc40
2843,"=""0642882""",Hector Munoz-Avila,PA,Lehigh University,I186143895,Lehigh University,exact,prior,,,,,https://ror.org/012afjb06
2844,"=""0642897""",Haixu Tang,IN,Indiana University,I592451,Indiana University,exact,prior,,,,,https://ror.org/01kg8sb98
2845,"=""0642906""",Laurent D Michel,CT,University of Connecticut,I140172145,University of Connecticut,exact,prior,,,,,https://ror.org/02der9h97
2846,"=""0642911""",Ana Milanova,NY,Rensselaer Polytechnic Institute,I165799507,Rensselaer Polytechnic Institute,exact,prior,,,,,https://ror.org/01rtyzb94
2847,"=""0642925""",Aaron B Wagner,NY,Cornell University,I205783295,Cornell University,exact,prior,,,,,https://ror.org/05bnh6r87
2848,"=""0642971""",Polina Golland,MA,Massachusetts Institute of Technology,I63966007,Massachusetts Institute of Technology,exact,prior,,,,,https://ror.org/042nb2s44
2849,"=""0642991""",Angela K Speck,MO,University of Missouri-Columbia,I76835614,University of Missouri,exact,prior,,,,,https://ror.org/02ymw8z06
2850,"=""0642999""",Mark L Siegal,NY,New York University,I57206974,New York University,exact,prior,,,,,https://ror.org/0190ak572
2851,"=""0643023""",Aaron M Thomas,ID,Regents of the University of Idaho,I155093810,University of Idaho,exact,prior,,,,,https://ror.org/03hbp5t65
2852,"=""0643037""",Liran Einav,CA,Stanford University,I97018004,Stanford University,exact,prior,,,,,https://ror.org/00f54p054
2853,"=""0643100""",Julie A Adams,TN,Vanderbilt University,I200719446,Vanderbilt University,exact,prior,,,,,https://ror.org/02vm5rt34
2854,"=""0643107""",Maura J Borrego,VA,Virginia Polytechnic Institute and State University,I859038795,Virginia Tech,exact,prior,,,,,https://ror.org/02smfhw86
2855,"=""0643145""",Xiaojun Lin,IN,Purdue University,I219193219,Purdue University West Lafayette,override,manual,,,,,
2856,"=""0643150""",Anastasia Volovich,RI,Brown University,I27804330,Brown University,exact,prior,,,,,https://ror.org/05gq02987
2857,"=""0643170""",James P Hubner,AL,University of Alabama Tuscaloosa,I17301866,University of Alabama,fuzzy,duckdb,1.0,1.0,education,65875.0,03xrrjk67
2858,"=""0643178""",Kamil Ekinci,MA,Trustees of Boston University,I111088046,Boston University,exact,prior,,,,,https://ror.org/05qwgg493
2859,"=""0643179""",Eileen A Hebets,NE,University of Nebraska-Lincoln,I114395901,University of Nebraska–Lincoln,exact,prior,,,,,https://ror.org/043mer456
2860,"=""0643190""",Gang Yao,MO,University of Missouri-Columbia,I76835614,University of Missouri,exact,prior,,,,,https://ror.org/02ymw8z06
2861,"=""0643213""",Petar Momcilovic,MI,Regents of the University of Michigan - Ann Arbor,I27837315,University of Michigan,exact,prior,,,,,https://ror.org/00jmfr291
2862,"=""0643226""",Xinqiao Jia,DE,University of Delaware,I86501945,University of Delaware,exact,prior,,,,,https://ror.org/01sbq1a82
2863,"=""0643229""",Douglas Thain,IN,University of Notre Dame,I107639228,University of Notre Dame,exact,prior,,,,,https://ror.org/00mkhxb43
2864,"=""0643253""",Mitch McVey,MA,Tufts University,I121934306,Tufts University,exact,prior,,,,,https://ror.org/05wvpxv85
2865,"=""0643264""",Richmond Sarpong,CA,University of California-Berkeley,I95457486,"University of California, Berkeley",exact,prior,,,,,https://ror.org/01an7q238
2866,"=""0643268""",Eitan Grinspun,NY,Columbia University,I78577930,Columbia University,exact,prior,,,,,https://ror.org/00hj8s172
2867,"=""0643298""",Dezhen Song,TX,Texas A&M Engineering Experiment Station,I4391767840,Texas A&M Engineering Experiment Station,exact,prior,,,,,https://ror.org/03p8qrw52
2868,"=""0643319""",Subhasish Mitra,CA,Stanford University,I97018004,Stanford University,exact,prior,,,,,https://ror.org/00f54p054
2869,"=""0643322""",Paul M Torrens,AZ,Arizona State University,I55732556,Arizona State University,exact,prior,,,,,https://ror.org/03efmqc40
2870,"=""0643325""",Morris F Maduro,CA,University of California-Riverside,I103635307,"University of California, Riverside",exact,prior,,,,,https://ror.org/03nawhv43
2871,"=""0643365""",Thorsten W Becker,CA,University of Southern California,I1174212,University of Southern California,exact,prior,,,,,https://ror.org/03taz7m60
2872,"=""0643390""",Linda N Boyle,IA,University of Iowa,I126307644,University of Iowa,exact,prior,,,,,https://ror.org/036jqmy94
2873,"=""0643410""",Nagi Gebraeel,IA,University of Iowa,I126307644,University of Iowa,exact,prior,,,,,https://ror.org/036jqmy94
2874,"=""0643420""",Ranjit Pati,MI,Michigan Technological University,I11957088,Michigan Technological University,exact,prior,,,,,https://ror.org/0036rpn28
2875,"=""0643443""",Neil T Spring,MD,"University of Maryland, College Park",I66946132,"University of Maryland, College Park",exact,prior,,,,,https://ror.org/047s2c258
2876,"=""0643455""",Sunggook Park,LA,Louisiana State University,I121820613,Louisiana State University,exact,prior,,,,,https://ror.org/05ect4e57
2877,"=""0643456""",Daniel Zuckerman,PA,University of Pittsburgh,I170201317,University of Pittsburgh,exact,prior,,,,,https://ror.org/01an3r305
2878,"=""0643462""",Hazel A Barton,KY,Northern Kentucky University,I168416876,Northern Kentucky University,exact,prior,,,,,https://ror.org/01k44g025
2879,"=""0643476""",Devin J Balkcom,NH,Dartmouth College,I107672454,Dartmouth College,exact,prior,,,,,https://ror.org/049s0rh22
2880,"=""0643477""",Ramakrishna Mukkamala,MI,Michigan State University,I87216513,Michigan State University,exact,prior,,,,,https://ror.org/05hs6h993
2881,"=""0643488""",Yi Cui,TN,Vanderbilt University,I200719446,Vanderbilt University,exact,prior,,,,,https://ror.org/02vm5rt34
2882,"=""0643494""",Rong Jin,MI,Michigan State University,I87216513,Michigan State University,exact,prior,,,,,https://ror.org/05hs6h993
2883,"=""0643497""",Corey Drake,IA,Iowa State University,I173911158,Iowa State University,exact,prior,,,,,https://ror.org/04rswrd78
2884,"=""0643500""",Gabriel H Loh,GA,Georgia Tech Research Corporation,I130701444,Georgia Institute of Technology,exact,prior,,,,,https://ror.org/01zkghx44
2885,"=""0643502""",Karrie Karahalios,IL,University of Illinois at Urbana-Champaign,I157725225,University of Illinois Urbana-Champaign,exact,duckdb,1.0,1.0,education,295741.0,047426m28
2886,"=""0643505""",Abhishek Chandra,MN,University of Minnesota-Twin Cities,I130238516,University of Minnesota,exact,prior,,,,,https://ror.org/017zqws13
2887,"=""0643508""",Jeffrey G Andrews,TX,University of Texas at Austin,I86519309,The University of Texas at Austin,fuzzy,prior,,,,,https://ror.org/00hj54h04
2888,"=""0643512""",Brian P Bailey,IL,University of Illinois at Urbana-Champaign,I157725225,University of Illinois Urbana-Champaign,exact,duckdb,1.0,1.0,education,295741.0,047426m28
2889,"=""0643516""",Beronda L Montgomery,MI,Michigan State University,I87216513,Michigan State University,exact,prior,,,,,https://ror.org/05hs6h993
2890,"=""0643517""",Claire L Bowern,TX,William Marsh Rice University,I74775410,Rice University,exact,prior,,,,,https://ror.org/008zs3103
2891,"=""0643521""",Nathan W Fisher,MI,Wayne State University,I185443292,Wayne State University,exact,prior,,,,,https://ror.org/01070mq45
2892,"=""0643529""",Reka Z Albert,PA,Pennsylvania State Univ University Park,I130769515,Pennsylvania State University,exact,prior,,,,,https://ror.org/04p491231
2893,"=""0643532""",Yan Sun,RI,University of Rhode Island,I17626003,University of Rhode Island,exact,prior,,,,,https://ror.org/013ckk937
2894,"=""0643542""",Alexei Fedorov,OH,University of Toledo Health Science Campus,I90871651,University of Toledo,fuzzy,duckdb,1.0,1.0,education,40236.0,01pbdzh19
2895,"=""0643546""",David M Fisher,IN,Indiana University,I592451,Indiana University,exact,prior,,,,,https://ror.org/01kg8sb98
2896,"=""0643548""",Jason A Papin,VA,University of Virginia Main Campus,I51556381,University of Virginia,exact,prior,,,,,https://ror.org/0153tk833
2897,"=""0643552""",Maneesh Agrawala,CA,University of California-Berkeley,I95457486,"University of California, Berkeley",exact,prior,,,,,https://ror.org/01an7q238
2898,"=""0643557""",Benjamin C Lok,FL,University of Florida,I33213144,University of Florida,exact,prior,,,,,https://ror.org/02y3ad647
2899,"=""0643565""",Robert A Britton,MI,Michigan State University,I87216513,Michigan State University,exact,prior,,,,,https://ror.org/05hs6h993
2900,"=""0643583""",Deyu Li,TN,Vanderbilt University,I200719446,Vanderbilt University,exact,prior,,,,,https://ror.org/02vm5rt34
2901,"=""0643593""",Piyush Kumar,FL,Florida State University,I103163165,Florida State University,exact,prior,,,,,https://ror.org/05g3dte14
2902,"=""0643597""",Carola Wenk,TX,University of Texas at San Antonio,I165951966,The University of Texas at San Antonio Health Science Center,fuzzy,prior,,,,,https://ror.org/02f6dcw23
2903,"=""0643606""",John A Uy,NY,Syracuse University,I70983195,Syracuse University,exact,prior,,,,,https://ror.org/025r5qe02
2904,"=""0643612""",Zhuoqing M Mao,MI,Regents of the University of Michigan - Ann Arbor,I27837315,University of Michigan,exact,prior,,,,,https://ror.org/00jmfr291
2905,"=""0643618""",Wilkins Aquino,NY,Cornell University,I205783295,Cornell University,exact,prior,,,,,https://ror.org/05bnh6r87
2906,"=""0643621""",Diana Franklin,CA,California Polytechnic State University Foundation,I149919469,California Polytechnic State University,exact,prior,,,,,https://ror.org/001gpfp45
2907,"=""0643626""",Subhash A Khot,GA,Georgia Tech Research Corporation,I130701444,Georgia Institute of Technology,exact,prior,,,,,https://ror.org/01zkghx44
2908,"=""0643628""",Srinivasa G Narasimhan,PA,Carnegie Mellon University,I74973139,Carnegie Mellon University,exact,prior,,,,,https://ror.org/05x2bcf33
2909,"=""0643664""",Zhenlin Wang,MI,Michigan Technological University,I11957088,Michigan Technological University,exact,prior,,,,,https://ror.org/0036rpn28
2910,"=""0643668""",Ian Davidson,NY,SUNY at Albany,I392282,"University at Albany, State University of New York",fuzzy,prior,,,,,https://ror.org/012zs8222
2911,"=""0643679""",Sonia Martinez,CA,University of California-San Diego,I36258959,University of California San Diego,exact,prior,,,,,https://ror.org/0168r3w48
2912,"=""0643680""",Stergios I Roumeliotis,MN,University of Minnesota-Twin Cities,I130238516,University of Minnesota,exact,prior,,,,,https://ror.org/017zqws13
2913,"=""0643681""",Gerome Miklau,MA,University of Massachusetts Amherst,I24603500,University of Massachusetts Amherst,exact,prior,,,,,https://ror.org/0072zz521
2914,"=""0643687""",Jie Gao,NY,SUNY at Stony Brook,I59553526,Stony Brook University,exact,prior,,,,,https://ror.org/05qghxh33
2915,"=""0643695""",Ertem Tuncel,CA,University of California-Riverside,I103635307,"University of California, Riverside",exact,prior,,,,,https://ror.org/03nawhv43
2916,"=""0643700""",W. Rhett Davis,NC,North Carolina State University,I137902535,North Carolina State University,exact,prior,,,,,https://ror.org/04tj63d06
2917,"=""0643709""",Kevin W Kittredge,OH,Miami University Middletown,I83328450,Miami University,override,manual,,,,,
2918,"=""0643713""",Kathleen M Scott,FL,University of South Florida,I2613432,University of South Florida,exact,prior,,,,,https://ror.org/032db5x82
2919,"=""0643725""",Jeffrey G Gray,AL,University of Alabama at Birmingham,I32389192,University of Alabama at Birmingham,exact,prior,,,,,https://ror.org/008s83205
2920,"=""0643726""",Xi Chen,NY,Columbia University,I78577930,Columbia University,exact,prior,,,,,https://ror.org/00hj8s172
2921,"=""0643731""",Dapeng Wu,FL,University of Florida,I33213144,University of Florida,exact,prior,,,,,https://ror.org/02y3ad647
2922,"=""0643734""",Keith H Weber,NJ,Rutgers University New Brunswick,I102322142,"Rutgers, The State University of New Jersey",fuzzy,duckdb,0.6,1.0,education,220207.0,05vt9qd57
2923,"=""0643742""",Dan Klein,CA,University of California-Berkeley,I95457486,"University of California, Berkeley",exact,prior,,,,,https://ror.org/01an7q238
2924,"=""0643745""",Matthew J Lang,MA,Massachusetts Institute of Technology,I63966007,Massachusetts Institute of Technology,exact,prior,,,,,https://ror.org/042nb2s44
2925,"=""0643752""",Bryan A Pardo,IL,Northwestern University,I111979921,Northwestern University,exact,prior,,,,,https://ror.org/000e0be47
2926,"=""0643761""",Prabhakar R Bandaru,CA,University of California-San Diego,I36258959,University of California San Diego,exact,prior,,,,,https://ror.org/0168r3w48
2927,"=""0643763""",Shuchi Chawla,WI,University of Wisconsin-Madison,I135310074,University of Wisconsin–Madison,exact,prior,,,,,https://ror.org/01y2jtd41
2928,"=""0643768""",Ramgopal R Mettu,MA,University of Massachusetts Amherst,I24603500,University of Massachusetts Amherst,exact,prior,,,,,https://ror.org/0072zz521
2929,"=""0643777""",Faik A Tezcan,CA,University of California-San Diego,I36258959,University of California San Diego,exact,prior,,,,,https://ror.org/0168r3w48
2930,"=""0643783""",Helim Aranda-Espinoza,MD,"University of Maryland, College Park",I66946132,"University of Maryland, College Park",exact,prior,,,,,https://ror.org/047s2c258
2931,"=""0643784""",Michael L Nelson,VA,Old Dominion University Research Foundation,I81365321,Old Dominion University,exact,duckdb,1.0,1.0,education,34700.0,04zjtrb98
2932,"=""0643790""",Matthew Cordes,AZ,University of Arizona,I138006243,University of Arizona,exact,prior,,,,,https://ror.org/03m2x1q45
2933,"=""0643795""",Karen Liu,CA,University of Southern California,I1174212,University of Southern California,exact,prior,,,,,https://ror.org/03taz7m60
2934,"=""0643805""",Jianghai Hu,IN,Purdue University,I219193219,Purdue University West Lafayette,override,manual,,,,,
2935,"=""0643822""",Peter Wonka,AZ,Arizona State University,I55732556,Arizona State University,exact,prior,,,,,https://ror.org/03efmqc40
2936,"=""0643829""",Adam R Klivans,TX,University of Texas at Austin,I86519309,The University of Texas at Austin,fuzzy,prior,,,,,https://ror.org/00hj54h04
